,title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time,sentences,phrases,score,asp_word,det_word
40,Boxing Day visit,,"We love visiting VANCOUVER, pacific center is a very nice shopping mall. Granville and Robson are full of interesting shops. There are many excellent culinary experiences to be had with a little research. Gas town has my favourite shoe shop. (John Fluvog) and a couple spectacular French restaurants. There are views of the north shore mountains and the ocean to be had. Furthermore, Vancouver has a large residential population downtown so there are usually people around and businesses open unlike many other North American cities. The beaches are worth visiting in the summer. The sea wall is great to stroll or cycle on.","December 26, 2019",0,0,,4.0,2021-06-18 17:20:16.492208,2021-06-18 17:20:16.581282,"Furthermore, Vancouver has a large residential population downtown",has a large residential population downtown,0.9940392971038818,housing,residential
52,expensive city,,Great shopping but there are alot of very expensive stores around which I cannot afford. Almost too many! Dont know how they survive but I guess their are people with loads of money. The real estate is too high . There is a social crisis going on. Pure income inequality right in your face. There seems to be no middle class you are either rich or poor [ i could be wrong but this it what it looks like as an outsider],"November 14, 2019",0,0,,4.0,2021-06-18 17:20:26.839972,2021-06-18 17:20:26.927200,The real estate is too high .,The real estate,-0.9994093179702759,housing,real estate
52,expensive city,,Great shopping but there are alot of very expensive stores around which I cannot afford. Almost too many! Dont know how they survive but I guess their are people with loads of money. The real estate is too high . There is a social crisis going on. Pure income inequality right in your face. There seems to be no middle class you are either rich or poor [ i could be wrong but this it what it looks like as an outsider],"November 14, 2019",0,0,,4.0,2021-06-18 17:20:26.839972,2021-06-18 17:20:26.927200,The real estate is too high .,The real estate,-0.9994093179702759,housing,estate
105,"Clean, Green. and Safe...Great city.",,"My first trip to V-town...and it was great! Clean, well organized and safe are it's main features. They have there homeless like all cities, but they manage them well and you only see them in a small area of the city. Good transportation system and the HOHO bus does a great job of familiarizing you with the city. Many good restaurants and hotels, lots of native Indian art available, great waterfront area, and warm friendly people. You will want to move there after your first visit (and prior to finding out about the real estate costs which are out of sight). If your a city person....do not miss it.","October 5, 2019",0,0,,5.0,2021-06-18 17:21:20.700946,2021-06-18 17:21:20.781381,You will want to move there after your first visit (and prior to finding out about the real estate costs which are out of sight).,will want to move there after your first visit (and prior to finding out about the real estate costs which are out of sight),0.990791916847229,housing,real estate
105,"Clean, Green. and Safe...Great city.",,"My first trip to V-town...and it was great! Clean, well organized and safe are it's main features. They have there homeless like all cities, but they manage them well and you only see them in a small area of the city. Good transportation system and the HOHO bus does a great job of familiarizing you with the city. Many good restaurants and hotels, lots of native Indian art available, great waterfront area, and warm friendly people. You will want to move there after your first visit (and prior to finding out about the real estate costs which are out of sight). If your a city person....do not miss it.","October 5, 2019",0,0,,5.0,2021-06-18 17:21:20.700946,2021-06-18 17:21:20.781381,You will want to move there after your first visit (and prior to finding out about the real estate costs which are out of sight).,will want to move there after your first visit (and prior to finding out about the real estate costs which are out of sight),0.990791916847229,housing,estate
119,Okay place to visit,,"We came here via cruise ship so went exploring. We accidentally stumbled into the worst neighbourhood we have seen since travelling. We were aiming for Gastown but right next door you don't feel safe. I felt the city overall was let down by downtown. We didn't want to stay for the days we had booked here. However going out of city to the bridge park, stanley park and grouse mountain made it worth while. If visiting I recommend staying out of main city.","September 27, 2019",0,0,,3.0,2021-06-18 17:21:33.104715,2021-06-18 17:21:33.203864,We accidentally stumbled into the worst neighbourhood we have seen since travelling.,stumbled into the worst neighbourhood we have seen since travelling,-0.9999524354934692,housing,neighbourhood
172,What a location,,"Vancouver Downtown is one of the most iconic areas in the world. Brimming with the finest real estate, shops, restaurants and commerce, it is a must see area of Vancouver. We have been delighted to stay in this area.","August 21, 2019",0,0,,4.0,2021-06-18 17:22:33.030007,2021-06-18 17:22:33.115026,"Brimming with the finest real estate, shops, restaurants and commerce, it is a must see area of Vancouver.","Brimming with the finest real estate, shops, restaurants and commerce",0.99907386302948,housing,real estate
172,What a location,,"Vancouver Downtown is one of the most iconic areas in the world. Brimming with the finest real estate, shops, restaurants and commerce, it is a must see area of Vancouver. We have been delighted to stay in this area.","August 21, 2019",0,0,,4.0,2021-06-18 17:22:33.030007,2021-06-18 17:22:33.115026,"Brimming with the finest real estate, shops, restaurants and commerce, it is a must see area of Vancouver.","Brimming with the finest real estate, shops, restaurants and commerce",0.99907386302948,housing,estate
225,Great Walking City,,"This is the first time we've been to Vancouver without renting a car. We got around town by foot, bike, and bus. We loved it. The money we saved easily paid for five days of food. We stayed at the Westin Bayshore on Coal Harbor just south of Stanley Park. Each morning we would take a different route downtown, the Sea Wall route, Georgia's St., Robson St., etc. All are interesting streets and all are about 1.3 miles to downtown. Vancouver has one of the loveliest downtowns of any major city I've been in. Wide, flat sidewalks, beautiful landscaping and hanging flower baskets, interesting shops and a wide variety of good restaurants. And don't forget, for American tourists the exchange rate makes this a very affordable city. We did about 4 - 6 miles a day, ate and drank well, and returned home with no vacation weight gain.","July 14, 2019",0,0,,5.0,2021-06-18 17:23:27.147249,2021-06-18 17:23:27.232872,"And don't forget, for American tourists the exchange rate makes this a very affordable city.","don't forget, for American tourists the exchange rate makes this a very affordable city",0.9994450211524963,housing,affordable
321,The best place to live in,,"Been living dt (Yaletown) for a couple of months and there really is no way back. I couldn't live anywhere else. So convenient. You can walk or bike anywhere and you don't have to exit the neighbourhood unless you really want to. Just unbelievable. Plus, apartments are modern and nice. A delight!","April 19, 2019",0,0,,5.0,2021-06-18 17:25:17.268253,2021-06-18 17:25:17.346651,You can walk or bike anywhere and you don't have to exit the neighbourhood unless you really want to.,you don't have to exit the neighbourhood unless you really want to,0.9266605973243713,housing,neighbourhood
346,Gorgeous Setting. Cold People,,"Unbelievable beautiful setting. Almost magical. Unfortunately so many downtown buildings, primarily the high rise condo's are empty. Foreign investors simply bought them for a Real Estate asset and not to live. The empty Condo's add nothing to the city. To this, there is the fact Vancouver is a center of foreign adventure. So many Asian kids attending paid schooling in many suspect colleges. Many foreign adventurers passing through. Hard to find the nitty gritty of those that built this city. Seems it has been turned over to outsiders lock stock and barrel. It is therefore cold as attempting to break into new circles is complicated by the ethnic mix and for others the simple fact you are an unknown. Restaurants? Fantastic. World class. Hole in the walls. Fantastic. World Class. Nothing you cannot find. Food trucks add to the variety. Simply outstanding. Better Chinese food locally than anywhere in North America. Some from Hong Kong say even better than Hong Kong. Maybe a stretch but great regardless. Traffic is a joke. Bike lanes totally mess up downtown manuverability. Stores are unattractive. The entertainment area interesting but pedestrian at best.A city looking for an identity. Trust it is found. Too beautiful to remain unsure what it is.","March 29, 2019",0,0,,2.0,2021-06-18 17:25:37.913886,2021-06-18 17:25:37.999063,"Unfortunately so many downtown buildings, primarily the high rise condo's are empty.","so many downtown buildings, primarily the high rise condo's",-0.9903166890144348,housing,condo
386,P!NK Concert and a shady Airbnb at 565 Smithe Street,,"Wonderful visit to Vancouver for the first time. The weather was awesome, P!NK was amazing, the people were all very friendly. We stayed in an Airbnb that was overpriced and not very clean. (Disgusting black hairs in the shower, a smoke alarm that beeped all night long and a host that wasn't accommodating and willing to make our stay any better or compensate for the inconveniences.) Our first Airbnb experience. I don't think I'd do that again. The Airbnb was all hush hush about the location and we were instructed not to tell anyone that the condo we stayed in at 565 Smithe Street on the 10th floor was in fact an Airbnb. The host (Kiera) made it clear that we were not to speak to the concierge at all. The location was awesome however, right in the heart of downtown. The trip was fun and we really enjoyed the City and the people aside from that Airbnb.","December 18, 2018",0,0,,4.0,2021-06-18 17:26:17.515502,2021-06-18 17:26:17.595961,The Airbnb was all hush hush about the location and we were instructed not to tell anyone that the condo we stayed in at 565 Smithe Street on the 10th floor was in fact an Airbnb.,we were instructed not to tell anyone that the condo we stayed in at 565 Smithe Street on the 10th floor was in fact an Airbnb,-0.9938349723815918,housing,condo
406,A World Class City,,"Loved Vancouver from the minute I got there. Took the train from airport to downtown stop. From there is was a short walk to my hotel. The downtown core is very well organised with wide streets and considerate people. I was very lucky to get good weather on 5 of my 8 days there (in November) - thank you Global Warming.... I think.The area around downtown - including Gastown, Yaletown, Mt. Pleasant and Kitsilano are all very nice. Gastown is very hip and busy, Yaletown an upscale mix of residential and retail while Kits has a relaxed vibe. If you like to walk, bring your running shoes. You can get to all the above places on foot and enjoy tremendous views of the city. Stanley Park is not to be missed either. Cross Lion Gate bridge if you have no fear of heights.Very good food, the coffee is generally too bitter for my liking (but clearly the locals like it like that). Excellent shopping - I got lucky again in that more than half the shops had 30 to 40% discount while I was there. The city is very green - which I appreciate. Excellent public transport system, bike share and car share (Car2Go) programs as well as recycling bins everywhere. The air is about as clean as you can ask for in a large to medium size city. The tap water is delicious. Plenty of healthy vegetarian food options and tons of good Asian food.Amazing views from my hotel room - I highly recommend the Blue Horizon Hotel for good location, efficient staff and those views. Ask for a room on a higher floor.I've travelled a fair bit and my impression till now was that Rio de Janeiro is the most beautiful city. Vancouver clearly gives it a run for the money in a very clean, organised environment.It's clear why V is deservedly ranked top 10 best city in the world for quality of life.""","November 8, 2018",0,0,,5.0,2021-06-18 17:26:37.004011,2021-06-18 17:26:37.083023,"Gastown is very hip and busy, Yaletown an upscale mix of residential and retail while Kits has a relaxed vibe.",Yaletown an upscale mix of residential and retail while Kits has a relaxed vibe,0.9920586943626404,housing,residential
410,Fun to Walk Around in the Lively Parts of the City,,"I like to walk, and walking around downtown Vancouver is enjoyable. Aside from East Hastings St,, it feels safe and is alive. Some of the streets in the middle of the city are mostly residential, some of which are high rise condos. Other streets are lively with businesses, restaurants, shops and whatever. From downtown it is not too far to walk to Stanley park, English Bay, or Canada Place. Not too far doesn't mean a couple of blocks but rather a couple of kilometers, depending on where one is.","November 3, 2018",0,0,,4.0,2021-06-18 17:26:46.292821,2021-06-18 17:26:46.380354,"Some of the streets in the middle of the city are mostly residential, some of which are high rise condos.","are mostly residential, some of which are high rise condos",0.5226929783821106,housing,residential
425,The Heart of a Great City,,"One of the nicest Downtowns probably in the world. You are in the centre of this big city with shining towers and beautiful storefronts and yet there are not many people to jostle you or tae away your joy of looking. This Downtown with a variety of restaurants and bars representing the cuisines of the world, is never far away from the water. The views of the Rocky Mountains close by seem to beckon. The residents are warm and helpful and generally considerate of others. We lived in an apartment there for 2 weeks but never felt the pressures of a big city.","October 18, 2018",0,0,,5.0,2021-06-18 17:26:58.595912,2021-06-18 17:26:58.676400,We lived in an apartment there for 2 weeks but never felt the pressures of a big city.,lived in an apartment there for 2 weeks but never felt the pressures of a big city,-0.6618658304214478,housing,apartment
432,Conference and visit to the city,,"We came for a conference but also to enjoy the city. The city has several neighborhood within blocks of each other. People walk everywhere, ride bikes, take buses, or trains. You can take a taxi but they are expensive and driving a car get expensive to park and the congestion on the roads is crazy. It's a beautiful city with a lot of culture. Sea plans fly in and out constantly.","October 10, 2018",0,0,,5.0,2021-06-18 17:27:09.682660,2021-06-18 17:27:09.782666,The city has several neighborhood within blocks of each other.,has several neighborhood within blocks of each other,0.5303621888160706,housing,neighborhood
490,Terrible Place to Drive,,"It's as congested as Manhattan and worse to drive around in a car. Many streets have blinking green lights meaning the side streets only have a stop sign so those drivers can cross or turn in front of you. Parking on most residential streets is next to impossible without a resident permit. Many metered spaces require coins or pay-by-phone. Many of the side streets don't go through very far, requiring you to double-back from where you just came. If walking, you need to be extremely careful of the turning cars; drivers seem to be very agressive.","September 11, 2018",0,0,,2.0,2021-06-18 17:28:16.984739,2021-06-18 17:28:17.073486,Parking on most residential streets is next to impossible without a resident permit.,Parking on most residential streets,-0.9908117055892944,housing,residential
545,Most popular city for tourists,,"This is usually the most popular city for visitors to stay at. Has a variety of activities. Transportation is adequate (relatively for Canada but not comparable to large dense cities worldwide). Lots of luxury hotel choices, as well as more affordable options. Great variety of dining options. Probably more suitable for young adults & couples.","August 18, 2018",0,0,,5.0,2021-06-18 17:29:12.462103,2021-06-18 17:29:12.548277,"Lots of luxury hotel choices, as well as more affordable options.",more affordable options,0.9918938279151917,housing,affordable
612,"Nice, but so much social degradation",,"I went with my partner and we found the bars, restaurants and people very friendly. There's lots to see and do and getting about by the buses is fairly cheap. A massive issue the city needs to address is the amount of people living in make shift camps on the streets, this is clearly because of the growing gulf between the rich and the poor. More affordable housing needs to be built and more needs to be done to crack down on related social issues. We were told not to walk through downtown Vancity at night as we would more than likely be mugged, shame.","July 13, 2018",0,0,,2.0,2021-06-18 17:30:33.234594,2021-06-18 17:30:33.314555,More affordable housing needs to be built and more needs to be done to crack down on related social issues.,More affordable housing needs to be built,0.6948320269584656,housing,affordable
614,Bit Overrated!,,"I think overall it is a bit overrated, especially given the fact there are so many homeless and broken hearted people in plain sight. It is very obvious that Vancouver is working hard on it's harm reduction programs and being a retired mental nurse..I get it and support it 100%.. That being said it is a lovely place to visit. I could never afford to live there rent and home ownership is out of control. I did find prices for groceries and places to eat comparable to that of Ontario, Canada. My home. The variety of foods, and markets is amazing and overall the experience, in my opinion nobody should pass by...just depends on your attitude.","July 12, 2018",0,0,,5.0,2021-06-18 17:30:33.398264,2021-06-18 17:30:33.491559,rent and home ownership is out of control.,rent and home ownership,-0.9194427132606506,housing,ownership
619,Beautiful Vancouver,,I visited Vancouver for the first time a few weeks ago. What an amazing and gorgeous city. I attended a course downtown for a few days and I loved being down there. I enjoyed sitting at Robson Sq by the waterfalls as well as watching kids dance in the skating area. I wandered around the stores and the streets. I took the ferry across and enjoyed it and gastown. The transit system is easy to use and affordable. I loved the food trucks and the variety of foods available. There was a jazz festival on while I was there. Would love to visit again for longer.,"July 10, 2018",0,0,,5.0,2021-06-18 17:30:33.814274,2021-06-18 17:30:33.893246,The transit system is easy to use and affordable.,is easy to use and affordable,0.9980341792106628,housing,affordable
633,Be prepared to walk!!,,"We were staying with a friend and of course she doesn't have a parking spot so we had to find one. I drove around for about 2 hours trying to find a spot. The problem with downtown Vancouver is that there are one ways & no left turns everywhere. You have to drive 5 blocks just to turn around. If you don't have a credit card good luck finding a spot, we eventually went and bought a visa gift card and parked in the hospital parkade. We had to walk a couple blocks to my friends house, but were just happy to finally have a spot.","July 6, 2018",0,0,,2.0,2021-06-18 17:30:56.043365,2021-06-18 17:30:56.122090,"We had to walk a couple blocks to my friends house, but were just happy to finally have a spot.","had to walk a couple blocks to my friends house, but were just happy to finally have a spot",0.9989966750144958,housing,house
672,"Overall appealing, but ...",,"Plenty of high rise buildings, both commercial and residential. Lots of shops, restaurants and bars, banks, hotels.Very easy to get around by foot, bicycle, bus, or train. Waterfront areas are beautiful and make for great recreational opportunities. Very safe to walk around.But downtown must be the designated smoking section of Vancouver. Sometimes you can start choking walking past the office buildings and shops.There are also homeless persons and begging issues that nobody wants to talk about.","June 21, 2018",0,0,,3.0,2021-06-18 17:31:38.631139,2021-06-18 17:31:38.712563,"Plenty of high rise buildings, both commercial and residential.","of high rise buildings, both commercial and residential",0.9981862902641296,housing,residential
721,Explore the city by bike,,I rented a bike to explore the city and I am impressed by all the bike routes available around Vancouver. The architecture of each condo is also beautiful with each its own style.There were enough dedicated bike routes that I didn't feel in danger with cars driving around,"May 28, 2018",0,0,,5.0,2021-06-18 17:32:32.790864,2021-06-18 17:32:32.870780,The architecture of each condo is also beautiful with each its own style.,The architecture of each condo,0.9994605183601379,housing,condo
757,Great trip to Vancouver,,My husband and I travelled to Vancouver in September 2017 and loved the city. We did a road trip to the Canadian Rockies that started and ended in Vancouver. When we arrived we stayed in a Airbnb in Yaletown. It was a beautiful high rise condo. There was a lot to do in walking distance. On the return we stayed at Blue Horizon on Robson St. We did a seaplane tour through Harbour Air and a Whale watching tour through Steveston Seabreeze Adventures and saw 25-30 orcas! Vancouver is a very clean and friendly city with so much to do and see. We will definitely go back one day.,"April 30, 2018",0,0,,5.0,2021-06-18 17:33:06.715020,2021-06-18 17:33:06.794052,It was a beautiful high rise condo.,was a beautiful high rise condo,0.9903538227081299,housing,condo
786,"Pristee, Modern, Walkable",,"Vancouver is a city of varied architecture and there is a lot of contemporary architecture and expensive real estate. Doesn't have a lot of old buildings as it was really founded in the 1880s. The city doesn't impress too much from close up, but it is the views of it from the outer portions that make one understand its beauties. While one can have more fun with the quaintness, geography, and uniqueness of a place like San Francisco from right in front of the houses, hills, cablecars, or buildings, it is the uniqueness of the natural environs of Vancouver that make it much the more beautiful a place from afar. The combination of mountains and water that surrounds the place are quite unique and eye-catching. For the most part, downtown is eminently compact, flat, and walkable. There is a great variety of ethnic foods, many offering unique takes on the natural food sources here--which includes great sea food.","March 28, 2018",0,0,,5.0,2021-06-18 17:33:39.145872,2021-06-18 17:33:39.228710,Vancouver is a city of varied architecture and there is a lot of contemporary architecture and expensive real estate.,there is a lot of contemporary architecture and expensive real estate,0.9016112089157104,housing,real estate
786,"Pristee, Modern, Walkable",,"Vancouver is a city of varied architecture and there is a lot of contemporary architecture and expensive real estate. Doesn't have a lot of old buildings as it was really founded in the 1880s. The city doesn't impress too much from close up, but it is the views of it from the outer portions that make one understand its beauties. While one can have more fun with the quaintness, geography, and uniqueness of a place like San Francisco from right in front of the houses, hills, cablecars, or buildings, it is the uniqueness of the natural environs of Vancouver that make it much the more beautiful a place from afar. The combination of mountains and water that surrounds the place are quite unique and eye-catching. For the most part, downtown is eminently compact, flat, and walkable. There is a great variety of ethnic foods, many offering unique takes on the natural food sources here--which includes great sea food.","March 28, 2018",0,0,,5.0,2021-06-18 17:33:39.145872,2021-06-18 17:33:39.228710,Vancouver is a city of varied architecture and there is a lot of contemporary architecture and expensive real estate.,there is a lot of contemporary architecture and expensive real estate,0.9016112089157104,housing,estate
834,Great for the walk around …,,But take transit into the downtown core unless you want to mortgage your house for parking. From the trendy (see $$$) stores on Robson to the walk along the waterfront - Vancouver has it all!,"January 21, 2018",0,0,,4.0,2021-06-18 17:34:36.292252,2021-06-18 17:34:36.376510,But take transit into the downtown core unless you want to mortgage your house for parking.,take transit into the downtown core unless you want to mortgage your house for parking,-0.9194585084915161,housing,house
837,Easy city to walk around,,"I like cities you can walk around easily, as it's usually nicer than public transport (which Vancouver also has plenty of). I'd say driving and parking would be the least appealing option as there's a fair bit of traffic and parking isn't cheap. There are also a few one way streets and some you can't turn into (and they aren't always signed to indicate that). Every neighbourhood has something to stop and do or view. Lots of cafes and restaurants and shops, as well as museums and galleries. There was no point at which I felt unsafe walking around, even later at night. This is a very visually appealing city and one I'll certainly be coming back to see again!","January 16, 2018",0,0,,4.0,2021-06-18 17:34:36.545732,2021-06-18 17:34:36.632094,Every neighbourhood has something to stop and do or view.,Every neighbourhood,0.8551662564277649,housing,neighbourhood
841,Urban and accessible,,"Downtown Vancouver is a great place to visit. Located on a peninsula, it is surrounded by waterfront trails, parks, and entertainment venues. Buying a transit day-pass is a great way to get around, it lets you ride the buses, the subway, as well as the SeaBus which takes you to a public market in North Vancouver. Stanley Park dominates the end of the peninsula and is almost as large as downtown; it houses the Aquarium and hiking trails through the woods, bike paths along the water, as well as gardens and play fields. Downtown is densely packed with residential towers, so the pedestrian action is busy all day long. And there are plenty of good restaurants and shops to explore as well as small parks and plazas.","January 13, 2018",0,0,,4.0,2021-06-18 17:34:44.972054,2021-06-18 17:34:45.056948,"Downtown is densely packed with residential towers, so the pedestrian action is busy all day long.",Downtown is densely packed with residential towers,0.9242023825645447,housing,residential
927,Walkable- lots of life even on a weekend,,"We loved how downtown Vancouver was walkable and there was a lot of residential mixed with the business areas. Seemed to be a large business oriented street but then the next block over is more residential, even with single family homes. A nice mix. Felt comfortable walking both at night and in the day.","October 16, 2017",0,0,,4.0,2021-06-18 17:36:14.131071,2021-06-18 17:36:14.217034,We loved how downtown Vancouver was walkable and there was a lot of residential mixed with the business areas.,loved how downtown Vancouver was walkable and there was a lot of residential mixed with the business areas,0.9882518649101257,housing,residential
927,Walkable- lots of life even on a weekend,,"We loved how downtown Vancouver was walkable and there was a lot of residential mixed with the business areas. Seemed to be a large business oriented street but then the next block over is more residential, even with single family homes. A nice mix. Felt comfortable walking both at night and in the day.","October 16, 2017",0,0,,4.0,2021-06-18 17:36:14.131071,2021-06-18 17:36:14.217034,"but then the next block over is more residential, even with single family homes.","is more residential, even with single family homes",-0.7652552723884583,housing,residential
1050,Two day visit,,After our Alaskan cruise we spent two days there. Very clean and lively town lots to see and do great restaurants. They have their own China Town. Very expensive to live there. They've run out of real estate and they are building high rises all over town. With business leasing in the first 10 floors residentials on top of that. The dollar is much stronger than theirs.,"August 29, 2017",0,0,,4.0,2021-06-18 17:38:36.609583,2021-06-18 17:38:36.701847,They've run out of real estate and they are building high rises all over town.,They've run out of real estate,-0.5372970104217529,housing,real estate
1050,Two day visit,,After our Alaskan cruise we spent two days there. Very clean and lively town lots to see and do great restaurants. They have their own China Town. Very expensive to live there. They've run out of real estate and they are building high rises all over town. With business leasing in the first 10 floors residentials on top of that. The dollar is much stronger than theirs.,"August 29, 2017",0,0,,4.0,2021-06-18 17:38:36.609583,2021-06-18 17:38:36.701847,They've run out of real estate and they are building high rises all over town.,They've run out of real estate,-0.5372970104217529,housing,estate
1061,What ever it is-it's here,,"We are fortunate to be able to stay in a condo on the block around the Library Square, so we are in walking distance to Yaletown, stadium area, shopping-everything (Stanley Park is a hike, but there is a great bus system).We have been in Vancouver on four different occasions, and there is mo better place to stay than in downtown (taxis are quite reasonable if you feel challenged by mass transit)","August 24, 2017",0,0,,5.0,2021-06-18 17:38:48.018516,2021-06-18 17:38:48.099645,"We are fortunate to be able to stay in a condo on the block around the Library Square, so we are in walking distance to Yaletown, stadium area, shopping-everything (Stanley Park is a hike, but there is a great bus system).We have been in Vancouver on four different occasions, and there is mo better place to stay than in downtown",We are fortunate to be able to stay in a condo on the block around the Library Square,0.9993245601654053,housing,condo
1080,A Different Kind of City,,"Downtown Vancouver may surprise you with the simple fact it is a neighbourhood where more than 100,000 people live. Due to city planning there is a lot of apartment blocks and towers and hence more people living in the downtown core. This also means there is a lot of services open till all hours and people on the streets and in the bars, restaurants, and coffee houses until all hours. This is truly a people area and there is no rolling up the sidewalks when the commuters go home.With the downtown bounded on three sides by water and being long and narrow driving down here is the crazy and the tourists. Use the Skytrain and the buses to get around when you travel a long distance but otherwise just walk. This is a walking city and enjoy being away from the cars. The sea wall runs from the port area on the northeast of the downtown around the entire peninsula and continues around False Creek towards Point Grey. Walk part or all of it and enjoy the views, the people, the restaurants and just relax. Pretty soon you'll be moving at Vancouver speed.......","August 17, 2017",0,0,,5.0,2021-06-18 17:39:15.183612,2021-06-18 17:39:15.270877,"Downtown Vancouver may surprise you with the simple fact it is a neighbourhood where more than 100,000 people live.","may surprise you with the simple fact it is a neighbourhood where more than 100,000 people live",0.9885804057121277,housing,neighbourhood
1080,A Different Kind of City,,"Downtown Vancouver may surprise you with the simple fact it is a neighbourhood where more than 100,000 people live. Due to city planning there is a lot of apartment blocks and towers and hence more people living in the downtown core. This also means there is a lot of services open till all hours and people on the streets and in the bars, restaurants, and coffee houses until all hours. This is truly a people area and there is no rolling up the sidewalks when the commuters go home.With the downtown bounded on three sides by water and being long and narrow driving down here is the crazy and the tourists. Use the Skytrain and the buses to get around when you travel a long distance but otherwise just walk. This is a walking city and enjoy being away from the cars. The sea wall runs from the port area on the northeast of the downtown around the entire peninsula and continues around False Creek towards Point Grey. Walk part or all of it and enjoy the views, the people, the restaurants and just relax. Pretty soon you'll be moving at Vancouver speed.......","August 17, 2017",0,0,,5.0,2021-06-18 17:39:15.183612,2021-06-18 17:39:15.270877,Due to city planning there is a lot of apartment blocks and towers and hence more people living in the downtown core.,is a lot of apartment blocks and towers and hence more people living in the downtown core,0.9308063387870789,housing,apartment
1081,Downtown city on the coast with the great Stanley Park,,"I have tried to rate Vancouver Downtown as Very Good but the prompt is stuck on excellent as an automatic result.We enjoyed our 24 hours downtown enjoying the views, the coast line and harbour and a four hour walk around Stanley Park. Prices are expensive but you would expect this for the principle westerly Canadian city.Real estate is popping up on every block and many overseas investors own all the best areas. Our favourite spot was down on the harbour and at the Sailing Club watching the sea planes taking off.There is a long tidal reach and the shoreline changes quite markedly after 6 hours there. the buses out to the ferry port at Horseshoe bay are impressively quick and very cheap but do take change to pay on board.Even if you haven't booked a cruise do visit Canada Place and watch the cruise liners arrive and depart for Alaska. It is a city of dreams.","August 17, 2017",0,0,,5.0,2021-06-18 17:39:15.270882,2021-06-18 17:39:15.545086,Real estate is popping up on every block and many overseas investors own all the best areas.,Real estate is popping up on every block,0.9801022410392761,housing,estate
1104,The City of Glass,,"So alive, so vibrant, just an extremely beautiful city. Whether you are walking among the skyscrapers, or viewing them from across the Harbour, they are a sight to behold. Condominiums, hotels, and apartment complexes rule the view.","August 9, 2017",0,0,,5.0,2021-06-18 17:39:37.384205,2021-06-18 17:39:37.471608,"Condominiums, hotels, and apartment complexes rule the view.","Condominiums, hotels, and apartment complexes",0.9970037341117859,housing,apartment
1137,"Downtown Vancouver includes galleries, museums, fine dining, theatres, music and more",,"I love my city! Downtown Vancouver has spectacular waterfront views of the North Shore mountains and Burrard Inlet. The city centre is walkable, and offers the Vancouver Art Gallery, Bill Reid Gallery, numerous theatre venues for concerts, dance performances, films and more. The downtown area includes parks and the residential area of the West End, and at the far west side, our spectacular Stanley Park, the site of over 5,000 years of First Nations history. No matter what your interest is, you can find a special location that feeds your spirit!","July 29, 2017",0,0,,3.0,2021-06-18 17:40:21.899211,2021-06-18 17:40:21.975802,"The downtown area includes parks and the residential area of the West End, and at the far west side, our spectacular Stanley Park, the site of over 5,000 years of First Nations history.","includes parks and the residential area of the West End, and at the far west side, our spectacular Stanley Park, the site of over 5,000 years of First Nations history",0.9971243739128113,housing,residential
1213,Downtown is not what it used to be,,"The downtown core, most specifically Robson Street, used to be a lot more vibrant and interesting than it is now. There are many empty shops that now line the street. Greedy landlords that charge exorbitant rents have pushed many of the unique ""mom and pop"" shops from the area. Downtown Vancouver has become a city that caters to the uber wealthy tourists. Shops like Prada and Tiffany now have a strong presence. Unique businesses have been driven from the downtown core to make room for yet another condo complete with a coffee shop and nail salon.Walk through the area in the early morning and you can literally trip over one of the countless homeless people that sleep and beg in the street. If none of this turns you off, grab one of the plentiful Mobi bikes for hire, and take a spin through the Main Street area where you can grab a beer form one of the local micro-breweries. Here you can witness even greater oppression and destitution. Don't wait too long to do so, as this area is also quickly making way for the ""haves"" and pushing out the ""have nots"".","July 14, 2017",0,0,,2.0,2021-06-18 17:42:25.697747,2021-06-18 17:42:25.774228,Unique businesses have been driven from the downtown core to make room for yet another condo complete with a coffee shop and nail salon.,have been driven from the downtown core to make room for yet another condo complete with a coffee shop and nail salon,0.9670137166976929,housing,condo
1278,Exploring Downtown Vancour,,"Wonderful array of designer shops, houses many arts, entertainment, and sports venues, and is close to several vibrant residential communities. There were so many different types restaurants . Downtown is developing so quickly & is the hub of many business . I found it was clean & easy to get around .","June 23, 2017",0,0,,5.0,2021-06-18 17:43:50.680449,2021-06-18 17:43:50.762563,"Wonderful array of designer shops, houses many arts, entertainment, and sports venues, and is close to several vibrant residential communities.",is close to several vibrant residential communities,0.9989818930625916,housing,residential
1358,I Could Live Here,,"We spent a week in an apartment downtown and loved it. Everything is close to hand -- shops, recreation, good coffee, restaurants of all kinds -- and the city is so clean and efficient. This is a sharp contrast to where we live in Morocco. Vancouver downtown is young and hip but even as a retiree I fit in just fine. Unfortunately the real estate is priced out of my league.","May 30, 2017",0,0,,5.0,2021-06-18 17:45:43.459347,2021-06-18 17:45:43.537031,We spent a week in an apartment downtown and loved it.,spent a week in an apartment downtown and loved it,0.9988716244697571,housing,apartment
1358,I Could Live Here,,"We spent a week in an apartment downtown and loved it. Everything is close to hand -- shops, recreation, good coffee, restaurants of all kinds -- and the city is so clean and efficient. This is a sharp contrast to where we live in Morocco. Vancouver downtown is young and hip but even as a retiree I fit in just fine. Unfortunately the real estate is priced out of my league.","May 30, 2017",0,0,,5.0,2021-06-18 17:45:43.459347,2021-06-18 17:45:43.537031,Unfortunately the real estate is priced out of my league.,the real estate,-0.9984311461448669,housing,real estate
