,title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time,sentences,phrases,score,asp_word,det_word
470,A lovely city,,"This was my first visit to Vancouver, and I was so impressed. Lots to see and do. A very clean city with friendly locals. I felt very safe walking the streets, even at evenings. A credit to the people of Vancouver","September 20, 2018",0,0,,5.0,2021-06-18 17:27:55.872679,2021-06-18 17:27:55.959053,"I felt very safe walking the streets, even at evenings.","felt very safe walking the streets, even at evenings",0.9985557198524475,safety,safe
473,Wonderful Pleasant City!,,"I visited Vancouver in August with my husband while he was on business. I heard great things about Vancouver but never been, growing up on the east coast, I spent my time in Toronto. I was really impressed by the city. I live in San Francisco now and it was great to visit a place that has their act together. You can see some homeless like another city, but here they are well maintained. They have police walking the streets and you always feel safe. There is a reason this city is always ranked top ""Most Livable Cities"" in the world. Everywhere you look there are trees, parks, water fountains. People are very friendly and great place for shopping and eating. We were excited to see they have a Disney Cruise that goes to Alaska out of Vancouver. We will be back to Vancouver regularly going forward, it is my new home away from home!","September 17, 2018",0,0,,5.0,2021-06-18 17:27:56.115431,2021-06-18 17:27:56.196270,They have police walking the streets and you always feel safe.,you always feel safe,0.9987257122993469,safety,safe
487,Very safe,,Great area with a lot of activity going on. Large selection of places to eat. Good food at reasonable prices. All type of shops from designer to gift shops. Easy place to walk round and most of all felt very safe.,"September 13, 2018",0,0,,5.0,2021-06-18 17:28:05.380243,2021-06-18 17:28:05.461628,Easy place to walk round and most of all felt very safe.,most of all felt very safe,0.9986563920974731,safety,safe
491,Extremely walkable city!,,"You can walk from one end of downtown Vancouver to another in 30 min. Make sure to cover the Stanley park sea wall (bike ride in summer/ fall and drive in winter), Yaletown for drinks and dinner, gastown for coffee and a look at the famous steam clock, and the new convention centre. It's safe and you can also take skytrain around the downtown core. Have fun!","September 9, 2018",0,0,,5.0,2021-06-18 17:28:17.073492,2021-06-18 17:28:17.158382,It's safe and you can also take skytrain around the downtown core.,It's safe,0.9818207621574402,safety,safe
495,"Clean, nice walkways, plenty of restaurants and shopping",,"We were located a few short blocks from Canada Place. We enjoyed the waterfront, restaurants and assorted gift shops. The area is clean, safe and gave us plenty to do prior to our cruise on NCL Jewel. The area in and around Canada Place can be rather hectic on cruise day, or when assorted tourists like us where waiting on the free shuttles to Capilano or Grouse Mountain, or the other bus lines offering various excursions.","September 7, 2018",0,0,,4.0,2021-06-18 17:28:17.407422,2021-06-18 17:28:17.489154,"The area is clean, safe and gave us plenty to do prior to our cruise on NCL Jewel.","is clean, safe and gave us plenty to do prior to our cruise on NCL Jewel",0.9980332255363464,safety,safe
509,Had a great visit,,"Stayed at the Pinnacle Downtown and greatly enjoyed shopping, sightseeing and dining. Felt safe while walking around at night.","August 31, 2018",0,0,,5.0,2021-06-18 17:28:30.633804,2021-06-18 17:28:30.713835,Felt safe while walking around at night.,Felt safe while walking around at night,0.994773805141449,safety,safe
540,Overrated,,"Visited mid summer, and found the CBD to be dirty, lots of homeless people sleeping in doorways etc, drug addicts gathering early evening, beggars all day. Did not feel safe. Police officers in groups of four were helpful and friendly. Future visits I will be looking for accommodation outside the CBD.","August 19, 2018",0,0,,2.0,2021-06-18 17:29:11.780038,2021-06-18 17:29:12.081464,Did not feel safe.,Did not feel safe,-0.9999384880065918,safety,safe
547,Disappointing and sad,,"Having visited so many states in North America, Vancouver city was very dull and disappointing.There are so many rundown/ closed shop fronts walking through Granville street which is the main strip taking you you the harbour.Don't go near Hastings street. The homeless people, intoxicated people, drug and substance abuse can be seen in the first instance. All streets are crowded with people tenting, begging and gives a very poor image of a developed country. We even see people on stretchers and nasal tubes begging. Absolutely sad and dangerous at the same time.Hope the government can do more to alleviate poverty and homelessness to give the city of Vancouver a visitor friendly experience","August 17, 2018",0,0,,3.0,2021-06-18 17:29:12.632578,2021-06-18 17:29:12.713248,Absolutely sad and dangerous at the same time.,Absolutely sad and dangerous,-0.9074452519416809,safety,dangerous
558,Good and bad,,"I would love to live in Vancouver and commute home through Stanley park... it would help calm down at the end of the workday. The west end is nice, but the east end is overrun by heroin addicts and it isn't really safe to walk around. Such a contrast between the two sides of downtown.","August 12, 2018",0,0,,4.0,2021-06-18 17:29:23.706808,2021-06-18 17:29:23.989840,it isn't really safe to walk around.,isn't really safe to walk around,-0.9999945163726807,safety,safe
571,In love!,,"I fell in love with Vancouver and wondered that I never made any attempts to visit this city before now. I breezed through Vancouver en-route to Victoria years ago but never spent time until last July. I explored the harbor, Canada Place, Robson and Thurlow, Stanley Park, Gastown, English Bay, Chinatown. I loved the view of the mountains and the harbor as you walk down the street. I was so entertained taking pictures of Canada Place at night that I did not realize it was very late. Granville and other streets turned into a big party place at night, but police presence was strong and though I was mindful and wary, I did not feel unsafe walking the streets. I spent two nights and two days there and I could have happily spent one or two more days but hotels are very expensive, which is the only complaint I have.","August 6, 2018",0,0,,5.0,2021-06-18 17:29:44.389014,2021-06-18 17:29:44.485706,", I did not feel unsafe walking the streets.",did not feel unsafe walking the streets,0.9931001663208008,safety,unsafe
576,What a city!,,"Stayed in Downtown Vancouver at Yaletown-Roundhouse. We were two minutes walk from the station (Canada Line), and could walk to most places in the city. If you're staying in air conditioned accommodation, you're lucky. We weren't and it was very noisy, especially when trying to sleep at night as we had to leave the windows open because it was so hot. Overall a great part of the city to stay in, it felt very safe.","July 31, 2018",0,0,,5.0,2021-06-18 17:29:44.819089,2021-06-18 17:29:44.898846,"Overall a great part of the city to stay in, it felt very safe.",felt very safe,0.9953632354736328,safety,safe
584,Easy to walk Big city shopping with broad sidewalks and pedestrian priority,,"From the Pacific Centre in three directions , up and down the main streets of Vancouver ( Georgia, Robson, Corteone, Granville etc) there is shopping, restaurants and hotels to enjoy. The downtown has a sense of safety while the neighborhoods to the East don't have a safe feeling. Nothing very flashy about this downtown but is has a city sense with tis internaitonal hotels and visitors.","July 27, 2018",0,0,,4.0,2021-06-18 17:29:55.754689,2021-06-18 17:29:55.835590,The downtown has a sense of safety while the neighborhoods to the East don't have a safe feeling.,has a sense of safety while the neighborhoods to the East don't have a safe feeling,0.7088945508003235,safety,safe
597,A Great Downtown Area,,"I have visited Vancouver on numerous occasions, mainly for sporting events. Vancouver has a lovely downtown area. As a former police officer, I feel very safe in the downtown area, as well as on their very good transit system. In saying that, ALWAYS be aware of your surroundings. Take time, plan your visits and enjoy.","July 23, 2018",0,0,,5.0,2021-06-18 17:30:08.965411,2021-06-18 17:30:09.055219,"As a former police officer, I feel very safe in the downtown area, as well as on their very good transit system.","feel very safe in the downtown area, as well as on their very good transit system",0.9947263598442078,safety,safe
601,July 2018,,"We took the float plane over from Victoria. I highly recommend enjoying the float plane views during your trip if you are going to Victoria or up to Whistler. We stayed at the UBC, rode bikes around Stanley Park, visited Granville by ferry, went to Gastown - there were an abundance of shopping and food experiences. Parking in Vancouver is expensive. We.visited Chinatown and were sad to see that the East side of the City shows a neglected side of Vancouver. So many homeless people and several people using drugs (shooting up) in on the street or entryway to abandoned buildings and alleys. I certainly would not have felt safe in the evening. Paramedics patrol the Gastown/Chinatown/East side on bikes. The city has a ton of character, I think it needs to invest in solutions for helping some of the residents.","July 21, 2018",0,0,,4.0,2021-06-18 17:30:21.235643,2021-06-18 17:30:21.317084,I certainly would not have felt safe in the evening.,would not have felt safe in the evening,-0.9999438524246216,safety,safe
604,Nice downtown - walkable and safe,,"Nice ambience, lots of fancy and regular shops too. Very walkable and felt safe. Easy to get to waterfront and Stanley Park with bike hire.","July 19, 2018",0,0,,5.0,2021-06-18 17:30:21.477583,2021-06-18 17:30:21.558300,Very walkable and felt safe.,felt safe,0.9951044321060181,safety,safe
605,Some good points but overall disappointing.,,"We had high hopes for the city of Vancouver, but ultimately walked away disappointed. While the city does have some pretty spots like Stanley Park, Canada Place, and Gastown, overall it is seedy and not well kept, with panhandling homeless everywhere. Many areas are very sketchy and not safe at night at all. Also the taxi situation is absolutely ridiculous. There are no cab stop lines anywhere, and even downtown it can be very difficult to find a cab. In places like Stanley Park they are nonexistent, and unlike most cities where major tourist attractions draw plenty of taxis, even at those locations there are none to be had. You really must have a private driver or rent a car in Vancouver in order to get around effectively.","July 18, 2018",0,0,,3.0,2021-06-18 17:30:21.558306,2021-06-18 17:30:21.652227,Many areas are very sketchy and not safe at night at all.,are very sketchy and not safe at night at all,-0.9997838139533997,safety,safe
611,Walking Trip,,We explored downtown on foot; the good parts were nice but because you don't know the areas well you can easily take a block too far and end up in an area that feels less safe. But wear comfortable shoes and be prepared for the somewhat elevated terrain in parts 😉,"July 13, 2018",0,0,,3.0,2021-06-18 17:30:33.148386,2021-06-18 17:30:33.234588,well you can easily take a block too far and end up in an area that feels less safe.,can easily take a block too far and end up in an area that feels less safe,-0.9981667995452881,safety,safe
644,Easy to Navigate,,"The grid style system is so easy to navigate, Nice shopping area lot of bars cafes and diners, Great road crossing system,use it you'll be safe.Like anywhere some not so good areas, a few beggars but generally no hassle.","July 3, 2018",0,0,,4.0,2021-06-18 17:31:06.193335,2021-06-18 17:31:06.273299,"The grid style system is so easy to navigate, Nice shopping area lot of bars cafes and diners, Great road crossing system,use it you'll be safe.",use it you'll be safe,0.9897987842559814,safety,safe
664,Great city to visit and experience,,"Vancouver is one of my favorite city to visit in Canada. It enjoys a beautiful location by the water, mountains in the distance, friendly people and a safe setting. There are lots of thinks to do whether you enjoy urbran offerings or are a nature lover. Vancouver has lots to offer everyone of every age!","June 25, 2018",0,0,,5.0,2021-06-18 17:31:26.017054,2021-06-18 17:31:26.098078,"It enjoys a beautiful location by the water, mountains in the distance, friendly people and a safe setting.","enjoys a beautiful location by the water, mountains in the distance, friendly people and a safe setting",0.9911275506019592,safety,safe
668,Walking tour of down town.,,"This is located in the north central part of the City of Vancouver. It is the business, commerical, cultural, and entertainment center of town. There is the library in the center of town; lots of restaurants to choose from - from a fast food place to an elegant restaurant; lots of high end shopping stores; a liquor store, a post office and a pharmacy just to name a few. There are plenty of down town hotels to choose from; and public transportion and the hop on and off trolly covers this area as well. This area is well organized, beautiful and I did feel safe walking up and down Robson Street.","June 21, 2018",0,0,,4.0,2021-06-18 17:31:26.529162,2021-06-18 17:31:26.612309,and I did feel safe walking up and down Robson Street.,did feel safe walking up and down Robson Street,0.9901356101036072,safety,safe
670,Beautiful,,Vancouver is a beautiful city. Modern and historic with so much to offer. I didn't have a car but didn't need one. I felt safe walking to my chosen destinations and took a cab if needed. The skyline is amazing as are the people. This is a destination worth enjoying.,"June 21, 2018",0,0,,5.0,2021-06-18 17:31:38.454196,2021-06-18 17:31:38.540494,I felt safe walking to my chosen destinations and took a cab if needed.,felt safe walking to my chosen destinations and took a cab if needed,0.9952771663665771,safety,safe
672,"Overall appealing, but ...",,"Plenty of high rise buildings, both commercial and residential. Lots of shops, restaurants and bars, banks, hotels.Very easy to get around by foot, bicycle, bus, or train. Waterfront areas are beautiful and make for great recreational opportunities. Very safe to walk around.But downtown must be the designated smoking section of Vancouver. Sometimes you can start choking walking past the office buildings and shops.There are also homeless persons and begging issues that nobody wants to talk about.","June 21, 2018",0,0,,3.0,2021-06-18 17:31:38.631139,2021-06-18 17:31:38.712563,Very safe to walk around.,Very safe,0.9402197599411011,safety,safe
693,Yale town and Granville street my favorite,,A beautiful city and a safe city too! My second trip here and highly recommend all to come see. Stanley park a must see and great walk.,"June 12, 2018",0,0,,4.0,2021-06-18 17:31:59.515336,2021-06-18 17:31:59.594912,A beautiful city and a safe city too!,a safe city,0.9962363839149475,safety,safe
700,One of The Best Citys in The World,,"One of the greatest citys in the world a must see. Yes no Uber or Lyft but the locale bus system is great in the downtown area during the day up to 9 pm. So many places to shop, eat, and drink and visit. You will not be able to go to all the places. You can walk to nearly everything in Vancouver. If you get lost just ask very friendly safe and really clean. Robson street is a great area to shop also Granville street for Really large stores. Just enjoy you time here.","June 8, 2018",0,0,,5.0,2021-06-18 17:32:11.156838,2021-06-18 17:32:11.246300,If you get lost just ask very friendly safe and really clean.,ask very friendly safe and really clean,0.9731569290161133,safety,safe
701,Cool!,,"Lots of shops for all budgets, many places to eat, safe, walkable, and with free wifi in the main avenue. Cool!","June 8, 2018",0,0,,4.0,2021-06-18 17:32:11.246306,2021-06-18 17:32:11.329789,"Lots of shops for all budgets, many places to eat, safe, walkable, and with free wifi in the main avenue.","safe, walkable",0.9968739748001099,safety,safe
705,Night lights,,"A very safe place to walk and plenty of dinner options. Shops open till late most nights busses available bikes to hire for the fitter ones, or even not so fit, Stanley park a great place to ride as its flat all the way around the 7 kms. Lots to see and do.","June 6, 2018",0,0,,5.0,2021-06-18 17:32:11.767403,2021-06-18 17:32:11.846750,A very safe place to walk and plenty of dinner options.,A very safe place to walk,0.9974338412284851,safety,safe
707,Friendly,,Vancouver is fab one of my fave places Good restaurants downtown and a place one can feel safe Only negative is you need a car to go everywhere,"June 4, 2018",0,0,,5.0,2021-06-18 17:32:11.933594,2021-06-18 17:32:12.013128,Good restaurants downtown and a place one can feel safe,a place one can feel safe,0.9962483048439026,safety,safe
722,Clean Safe City,,"Our hotel was in the city we stayed here for 11nights used as our base for day trips to outer suburbs, and sight seeing trips also we did a day trip to Seattle from here a very easy drive. I always felt safe walking around day and night, there is a block to avoid down East Hastings st, but you would never need to go down there anyways, all the major shops and restaurants are away form this area anyways. Vancouver has many BIG BRAND name stores and the usual well known Takeaway spots, I loved the unknown food court vendors for a quick cheap snack under most of the department stores and one down riverfront near Vancouver Square where the Famous Blue Raindrop statue is , also found a great Irish Bar and a Delish Thai restaurant, really so many to choose from . We also loved meeting a First Nation Man who did some original hand wood carvings for my partner and signed the back, he was along the main street opposite the big glass which is light up at night art sculpture looks like a snow flake.","May 27, 2018",0,0,,5.0,2021-06-18 17:32:32.870786,2021-06-18 17:32:32.950763,"I always felt safe walking around day and night, there is a block to avoid down East Hastings st, but you would never need to go down there anyways, all the major shops and restaurants are away form this area anyways.",I always felt safe walking around day and night,0.9983962178230286,safety,safe
727,"Safe, Interesting City",,Sit down on a bench and people watch ... or stroll through the many high end stores. Never felt unsafe the three days we were there.,"May 22, 2018",0,0,,5.0,2021-06-18 17:32:33.270377,2021-06-18 17:32:33.350026,Never felt unsafe the three days we were there.,felt unsafe the three days we were there,0.95931476354599,safety,unsafe
728,A stunning waterfront split by destitution,,"Those reviewers who only mention the waterfront and Stanley Park are misleading visitors. Whilst they, and the shopping are first class, they must realise that outside a very small central area, and especially the east side, Vancouver is a large, dirty, dangerous place. If you want an illustration of this just Google 'opioid deaths'.","May 22, 2018",0,0,,3.0,2021-06-18 17:32:33.350032,2021-06-18 17:32:33.429978,"Whilst they, and the shopping are first class, they must realise that outside a very small central area, and especially the east side, Vancouver is a large, dirty, dangerous place.","must realise that outside a very small central area, and especially the east side, Vancouver is a large, dirty, dangerous place",-0.8623126745223999,safety,dangerous
739,Street Smarts Needed!,,"We stayed downtown while visiting Vancouver. We walked to so many different parts of the downtown area. It seems there are several shopping and eating areas. The large mall was great. You might be prepared to see many homeless people outside the mall area and the streets around the mall. We never actually felt unsafe though. So many people at all times are out walking. During the day, the streets are very busy with lot's of people out and about. We walked to China Town. I didn't like that area at all as it seemed unsafe to me and the sites were too depressing as far as the homeless, etc. Didn't seem clean at all. The upscale shopping area was free of homeless people and was very clean it seemed. Very busy and it seemed safe. While out walking you just need to be aware of where you are as it can change quickly. There are certain routes you would want to take to stay safe and free of sites that aren't too pleasant.","May 17, 2018",0,0,,4.0,2021-06-18 17:32:45.102506,2021-06-18 17:32:45.182038,We never actually felt unsafe though.,felt unsafe though,0.9295583963394165,safety,unsafe
739,Street Smarts Needed!,,"We stayed downtown while visiting Vancouver. We walked to so many different parts of the downtown area. It seems there are several shopping and eating areas. The large mall was great. You might be prepared to see many homeless people outside the mall area and the streets around the mall. We never actually felt unsafe though. So many people at all times are out walking. During the day, the streets are very busy with lot's of people out and about. We walked to China Town. I didn't like that area at all as it seemed unsafe to me and the sites were too depressing as far as the homeless, etc. Didn't seem clean at all. The upscale shopping area was free of homeless people and was very clean it seemed. Very busy and it seemed safe. While out walking you just need to be aware of where you are as it can change quickly. There are certain routes you would want to take to stay safe and free of sites that aren't too pleasant.","May 17, 2018",0,0,,4.0,2021-06-18 17:32:45.102506,2021-06-18 17:32:45.182038,"I didn't like that area at all as it seemed unsafe to me and the sites were too depressing as far as the homeless, etc.","didn't like that area at all as it seemed unsafe to me and the sites were too depressing as far as the homeless, etc",-0.99998939037323,safety,unsafe
739,Street Smarts Needed!,,"We stayed downtown while visiting Vancouver. We walked to so many different parts of the downtown area. It seems there are several shopping and eating areas. The large mall was great. You might be prepared to see many homeless people outside the mall area and the streets around the mall. We never actually felt unsafe though. So many people at all times are out walking. During the day, the streets are very busy with lot's of people out and about. We walked to China Town. I didn't like that area at all as it seemed unsafe to me and the sites were too depressing as far as the homeless, etc. Didn't seem clean at all. The upscale shopping area was free of homeless people and was very clean it seemed. Very busy and it seemed safe. While out walking you just need to be aware of where you are as it can change quickly. There are certain routes you would want to take to stay safe and free of sites that aren't too pleasant.","May 17, 2018",0,0,,4.0,2021-06-18 17:32:45.102506,2021-06-18 17:32:45.182038,and it seemed safe.,seemed safe,0.7699037790298462,safety,safe
739,Street Smarts Needed!,,"We stayed downtown while visiting Vancouver. We walked to so many different parts of the downtown area. It seems there are several shopping and eating areas. The large mall was great. You might be prepared to see many homeless people outside the mall area and the streets around the mall. We never actually felt unsafe though. So many people at all times are out walking. During the day, the streets are very busy with lot's of people out and about. We walked to China Town. I didn't like that area at all as it seemed unsafe to me and the sites were too depressing as far as the homeless, etc. Didn't seem clean at all. The upscale shopping area was free of homeless people and was very clean it seemed. Very busy and it seemed safe. While out walking you just need to be aware of where you are as it can change quickly. There are certain routes you would want to take to stay safe and free of sites that aren't too pleasant.","May 17, 2018",0,0,,4.0,2021-06-18 17:32:45.102506,2021-06-18 17:32:45.182038,There are certain routes you would want to take to stay safe and free of sites that aren't too pleasant.,are certain routes you would want to take to stay safe and free of sites that aren't too pleasant,-0.9675947427749634,safety,safe
741,Great City,,"A variety of things to do in downtown Vancouver. There is some good shopping in Pacific Place mall which has some high end stores as well as the usual stores in any Canadian mall. There are many restaurants offering a variety of cuisines and reasonable prices. Stroll over to Canada Place and view a cruise ship (if one is in port). Continue to Gastown by way of the historic Waterfront Railway Station and the statue of the angel and soldier beside it. In Gastown see the steam clock and visit the souvenir shops that sell lots of Canadian themed items. The city is clean and safe to walk in although check with your hotel about a couple of areas around Hastings Street you may wish to avoid if you are going over to Chinatown. Obey the traffic lights as traffic tends to be very heavy at time. Lots of good shopping and eating opportunities downtown. Public washrooms can be tricky to find so if you find one, you might want to use it - try a restaurant if necessary.","May 15, 2018",0,0,,4.0,2021-06-18 17:32:53.354269,2021-06-18 17:32:53.437611,The city is clean and safe to walk in although check with your hotel about a couple of areas around Hastings Street you may wish to avoid if you are going over to Chinatown.,is clean and safe to walk in although check with your hotel about a couple of areas around Hastings Street you may wish to avoid if you are going over to Chinatown,0.9930638670921326,safety,safe
748,thrills and spills in a lively city,,"always a pleasure to be in Vancouver. Plenty to do and see like so many cities, but Vancouver is a very welcoming place and i felt completely safe","May 12, 2018",0,0,,5.0,2021-06-18 17:32:53.918333,2021-06-18 17:32:53.998334,"Plenty to do and see like so many cities, but Vancouver is a very welcoming place and i felt completely safe",Vancouver is a very welcoming place and i felt completely safe,0.9899333119392395,safety,safe
749,Shopping Time,,"Interesting walking the streets of downtown, but did not like seeing so many out of sorts people, vagrants, drug-users and crazies. Really opened my eyes that this city certainly has more problems than I thought. Some parts I did not feel safe and I would suggest to have a little street sense. In saying that, it is well worth looking!","May 9, 2018",0,0,,3.0,2021-06-18 17:32:53.998340,2021-06-18 17:32:54.081777,Some parts I did not feel safe,I did not feel safe,-0.9999761581420898,safety,safe
753,Start at Canada place,,"You can buy passes to attraction among maps. The upper high end shopping starts around the Hyatt Recency. Pay for a hop on hop off tour , that was really good for location. Beware of Chinatown, a lot of addicts and homeless. Not safe by no means. Right of the city is great.","May 3, 2018",0,0,,5.0,2021-06-18 17:33:06.393090,2021-06-18 17:33:06.473051,Not safe by no means.,Not safe,-0.9998748302459717,safety,safe
754,Nice downtown,,"We made the nice stroll from the parq casino to the international shopping mall, nice and clean and safe with lots of police presence but the homeless encampments were just blocks away.","May 3, 2018",0,0,,3.0,2021-06-18 17:33:06.473057,2021-06-18 17:33:06.551677,"We made the nice stroll from the parq casino to the international shopping mall, nice and clean and safe with lots of police presence but the homeless encampments were just blocks away.","We made the nice stroll from the parq casino to the international shopping mall, nice and clean and safe with lots of police presence",-0.9456514120101929,safety,safe
755,Great to explore day and night,,"Loved wandering around Vancouver. Felt a very safe place to be and were not hassled at any point. All the shops, markets and cafes we went to were super friendly. Look forward to spending more time in Vancouver in the future.","May 1, 2018",0,0,,5.0,2021-06-18 17:33:06.551682,2021-06-18 17:33:06.635396,Felt a very safe place to be and were not hassled at any point.,Felt a very safe place to be,0.9988396763801575,safety,safe
765,A Beautiful Downtown,,"Between the flowers (in spring anyway) and the architecture, downtown Vancouver is gorgeous. It's also lively, interesting, and easy to explore. There are tons of coffee shops, restaurants, shopping, hotels, and a number of attractions. Transit seems decent, but it's easily walkable if you're in reasonable shape (it is hilly). Photographers will find plenty of subject matter. It was also clean and felt safe even at night. And people are really friendly here. I hope I can go back soon.","April 25, 2018",0,0,,5.0,2021-06-18 17:33:16.511076,2021-06-18 17:33:16.589900,It was also clean and felt safe even at night.,was also clean and felt safe even at night,0.9943771958351135,safety,safe
790,Beautiful naturalistic,,"This city is muito linda cuidade ! It's very clean , the only con about this city is the taxes so it can be expensive. Check out the Vancouver Lookout at the Harbour center it have a 360degview of the city. Also the city it's safe to visit","March 22, 2018",0,0,,5.0,2021-06-18 17:33:49.548775,2021-06-18 17:33:49.670190,Also the city it's safe to visit,the city it's safe to visit,0.9883632063865662,safety,safe
818,Good Shopping Downtown,,"We stayed for a few days at an airbnb near to Robson Street before taking a cruise to Alaska. Great location. Everything (stores, grocery, port) was within walking distance. We felt safe in that area, although at night you could hear the street noise - cars, sirens, people.","February 6, 2018",0,0,,4.0,2021-06-18 17:34:14.800509,2021-06-18 17:34:14.881626,"We felt safe in that area, although at night you could hear the street noise - cars, sirens, people.","felt safe in that area, although at night you could hear the street noise - cars, sirens, people",0.9639013409614563,safety,safe
822,"Clean, safe, walkable Downtown",,"We decided not to rent a car on our vacation and I'm glad we didn't. The city is very walkable and if there is a location that is too far to walk, it's very easy to catch a cab. Never felt unsafe walking and we walked all over the place. As with all cities I'm sure there are some unsafe areas but on the mostly beaten track I never felt worried.","February 4, 2018",0,0,,4.0,2021-06-18 17:34:25.209194,2021-06-18 17:34:25.297675,Never felt unsafe walking and we walked all over the place.,Never felt unsafe walking,-0.9998914003372192,safety,unsafe
822,"Clean, safe, walkable Downtown",,"We decided not to rent a car on our vacation and I'm glad we didn't. The city is very walkable and if there is a location that is too far to walk, it's very easy to catch a cab. Never felt unsafe walking and we walked all over the place. As with all cities I'm sure there are some unsafe areas but on the mostly beaten track I never felt worried.","February 4, 2018",0,0,,4.0,2021-06-18 17:34:25.209194,2021-06-18 17:34:25.297675,As with all cities I'm sure there are some unsafe areas,'m sure there are some unsafe areas,-0.9630126953125,safety,unsafe
823,Lots to explore and enjoy,,"Very walkable and safe area of town. Lots of shops and restaurants/bars (many of which were open late, ranged from casual to high-end).","February 2, 2018",0,0,,4.0,2021-06-18 17:34:25.297680,2021-06-18 17:34:25.379651,Very walkable and safe area of town.,Very walkable and safe area,0.996638298034668,safety,safe
833,"Concert city, lots to see and do",,I went to a Shane Koyckan concert at the Vogue Theatre. A great venue. I took the bus to and from home and I felt safe downtown.,"January 22, 2018",0,0,,5.0,2021-06-18 17:34:36.209535,2021-06-18 17:34:36.292247,and I felt safe downtown.,felt safe downtown,0.9977428913116455,safety,safe
837,Easy city to walk around,,"I like cities you can walk around easily, as it's usually nicer than public transport (which Vancouver also has plenty of). I'd say driving and parking would be the least appealing option as there's a fair bit of traffic and parking isn't cheap. There are also a few one way streets and some you can't turn into (and they aren't always signed to indicate that). Every neighbourhood has something to stop and do or view. Lots of cafes and restaurants and shops, as well as museums and galleries. There was no point at which I felt unsafe walking around, even later at night. This is a very visually appealing city and one I'll certainly be coming back to see again!","January 16, 2018",0,0,,4.0,2021-06-18 17:34:36.545732,2021-06-18 17:34:36.632094,"There was no point at which I felt unsafe walking around, even later at night.","was no point at which I felt unsafe walking around, even later at night",-0.9838723540306091,safety,unsafe
859,Easy to get around,,"Downtown area so easy to walk around, lots of distractions in food, bars and shops plus feels incredibly safe.","December 21, 2017",0,0,,4.0,2021-06-18 17:34:56.540593,2021-06-18 17:34:56.622742,"Downtown area so easy to walk around, lots of distractions in food, bars and shops plus feels incredibly safe.",feels incredibly safe,0.9985371828079224,safety,safe
863,Vibrant city,,"This is a safe, bustling, interesting mixture of cultures. People tend to dress more professionally than in the U.S., which is appreciated by those who grew up in that world. What one sees here is a mix of now and then. There's a lot of street interest, including an entrepreneur who had a golden Labrador lying on the sidewalk available for stress relieve, i.e. free petting. With excellent transit, one can go from one part of town to the next. Even without transit, one can see a lot merely by walking several blocks in any direction.","December 19, 2017",0,0,,4.0,2021-06-18 17:35:05.035256,2021-06-18 17:35:05.121285,"This is a safe, bustling, interesting mixture of cultures.","is a safe, bustling, interesting mixture of cultures",0.9934372305870056,safety,safe
866,Vancouver Downtown,,I stayed in Downtown and it's very walkable. The Sky Train stations are easy to get to. City busses are plentiful. I got to visit during December and was lucky to be there when it was dry. No rain. Lots of coffee shops and restaurants to choose from. It's nice walking around at night. The buildings are all different and unique. The Christmas lights and holiday events were all easy to get to. A lot going on in Downtown you won't get bored. Lots of people are still out and about 10:30 PM so you feel safe.,"December 18, 2017",0,0,,4.0,2021-06-18 17:35:05.343245,2021-06-18 17:35:05.561030,Lots of people are still out and about 10:30 PM so you feel safe.,are still out and about 10:30 PM so you feel safe,0.9882502555847168,safety,safe
886,Great place to walk around,,We stayed at the Shangrila Hotel. So we would go around and walk downtown a lot. It is very scenic and also very safe.,"November 21, 2017",0,0,,4.0,2021-06-18 17:35:29.090173,2021-06-18 17:35:29.178731,It is very scenic and also very safe.,is very scenic and also very safe,0.9911019802093506,safety,safe
891,Vancouver still has it.,,"Downtown Vancouver is a vibrant, exciting, and safe place to visit. There are many restaurants and bars to satisfy any taste, and boutique and specialty shops abound. The relatively compact central core allows for easy walking to and from the various sports and cultural venues, and various forms of public transportation are readily available.","November 16, 2017",0,0,,4.0,2021-06-18 17:35:37.591041,2021-06-18 17:35:37.673556,"Downtown Vancouver is a vibrant, exciting, and safe place to visit.","is a vibrant, exciting, and safe place to visit",0.9995446801185608,safety,safe
903,World-class city with endless sights and activities,,"Okay, so I am very biased with this being my hometown. However, after travels to many cities I can say that this is the one of the most beautiful, clean and safe places on the planet. Activities are too numerous to list in a review but indoor or outdoor, active or leisurely, Vancouver has it all. There's easy access to the heart of downtown via public transit.There is something to be said for some people's assessment of the downtown buildings as a concrete jungle but that is slowly changing. While there are some areas that offer late night activities as a whole the city shuts down relatively early. Walking most streets is quite safe.Everybody's tastes are different but if need a Top 3 of things to do/visit I suggest Stanley Park, Gastown and Yaletown. Being in the Pacific Northwest it does rain but contrary to what most think it's not always wet. You will usually avoid a lot of rain from May through mid-October. I always tell peole that if weather and crowds are a factor in your decision then visit in September. It can still be quite warm, there's less people relatively low humidity and it's surprisingly dry most years.","November 4, 2017",0,0,,5.0,2021-06-18 17:35:49.756570,2021-06-18 17:35:49.839020,"However, after travels to many cities I can say that this is the one of the most beautiful, clean and safe places on the planet.","can say that this is the one of the most beautiful, clean and safe places on the planet",0.9952995777130127,safety,safe
