title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time
the Drive is still alive!!,,Born and raised in the lower mainland and did many stops on commercial Drive. Was in  town for conference so did a drive through. The place is still great and some old stomping grounds. Only problem is parking now as it was crazy to find a spot to stop for lunch so just drove around and then went some where else for lunch,"April 30, 2017",0,0,,4.0,2021-06-18 21:24:25.417599,2021-06-18 21:24:25.501863
Hippie and faboloys!,,"Even if you are not from the 70's or speak Italian, Commercial Drive is the place to have a perfect coffee, enjoy a nice walk and have fun while dining in one of the hundreds restaurants along 'the drive', from Italian to Chinese, from a gym to grocery shopping. Come hungry!","April 25, 2017",0,0,,5.0,2021-06-18 21:24:25.501869,2021-06-18 21:24:25.582627
Surprised,,"At first you may ask yourself what is this place and why I am here, but dont stop and keep walking. Slowly you get into it.I like the different atmosphere that Commercial Dr has, as compared to other attractive streets of Vancouver such as Yaletown or Robson St. I can not say it is more authentic, but it has something different. It is certainly a nice place for people watching and more importantly to find good ristrettos.Reachable by Sky Train from Waterfront, I recommend to pay it a visit.","April 24, 2017",0,0,,5.0,2021-06-18 21:24:25.582633,2021-06-18 21:24:25.666718
My endearing and favourite neighbourhood for 30 years.,,"Listen you have not really been seen Vancouver til you have spent a day on ""The Drive"". This is this historically Italian and Portuguese neighbourhood of the city. It is more gentrified now, but resists any wholesale change. This is the the place where you an go to the pasta shop and hey are making the tortilini by hand, the cheese dealer has the best manchego cheese in the country, the Italian cafe has the best capuccino or late in the city, the best of the best is here. No major development, lots of old shop style merchants. If you can't find it on the drive it is probably not worth eating or drinking. It is an expensive area to have a home but the drive is just so Vancouver. Real people going about their lives, shopping for produce, cheese, baguettes, olives and wine. Me and my Italian friends meet here once a month for ""slow food"". Wine, then fifteen minutes later we look at the menu, we order our appetizer and finish it at out about the hour mark, more wine, the entree, and,we never walk out before two or two and a half hours. All good.","April 8, 2017",0,0,,5.0,2021-06-18 21:24:25.666724,2021-06-18 21:24:25.747169
Edgy with Character,,"Commercial Drive is an interesting blend of Vancouver. It offers a wide assortment of bars and restaurants. In many ways it is similar to Main st. just a little more grungy. I think it adds character and charm adding to the appeal. Great place to stroll on a sunny day. Not a must see neighbourhood, but worth a visit.","April 5, 2017",0,0,,4.0,2021-06-18 21:24:25.747174,2021-06-18 21:24:25.828475
For the Coffee Connoisseur,,From Broadway st. down to Hastings st. is a coffee stroll as good as you will discover.This Little Italy district also hosts several fine bakeries as well as countless small restaurants There is also banks and liquor distibution along the way with an open market on certain weekend hours.When world cup soccer is on here is the place!,"March 26, 2017",0,0,,4.0,2021-06-18 21:24:25.828480,2021-06-18 21:24:25.912146
Great Eats and Shopping,,"Commercial Drive has a bit of everything. Great restaurants If you like Italian cuisine I would highly recommend ""Arrivia""","March 14, 2017",0,0,,5.0,2021-06-18 21:24:25.912154,2021-06-18 21:24:25.991464
people watching,,"This is a great neighbourhood to sit and people watch. I love coming and having a drink or a coffee and just watching the sites. All kinds of people roam the streets, and it's a hipster area for sure. Great entertainment always.","March 6, 2017",0,0,,5.0,2021-06-18 21:24:39.112510,2021-06-18 21:24:39.203806
The of Italy,,This is definately for Italian food lovers.  It would s like having Italy within a big metropolitan city,"February 25, 2017",0,0,,5.0,2021-06-18 21:24:39.203812,2021-06-18 21:24:39.287915
Gentrification is stepping in.... But still funky,,"Gentrification is stepping into the neighbourhood. New store fronts are popping up everywhere along the strip pushing some old established places out. But still plenty of delis, fruit and vegetable stands, boutiques, restaurants, coffee shops and more to peek into. Have fun.","February 25, 2017",0,0,,4.0,2021-06-18 21:24:39.287921,2021-06-18 21:24:39.366404
Neat shops and great coffee shops and restaurants,,We loved the vintage and thrift stores along Commercial.  We also loved the thai restaurants and coffee shops.,"February 17, 2017",0,0,,3.0,2021-06-18 21:24:39.366409,2021-06-18 21:24:39.447312
Funky Town,,"The Drive is full of character and it's an authentic neighbourhood with real people living their lives. Calabria Cafe is a shining example, owned by a long-standing Italian family. 3 generations work there! Good music, humour, coffee, this place defines Commercial Drive. As well the different shops along the Drive are quaint and unique. Arriva Restaurant is one of my favourites and I go back for the same thing every time: Antipasto followed by Spicey Prawns Linguini and beautiful home-made Focaccia Bread. You will have fun exploring! Try a game of pool at Joe's too!","February 13, 2017",0,0,,5.0,2021-06-18 21:24:39.447318,2021-06-18 21:24:39.531650
International Street!,,"This is a street that everyone must see and experience, as it has that European flavour! It can be accessed by using Skytrain, great place for taking a stroll and enjoying some of the interesting shops or restaurants.","December 22, 2016",0,0,,4.0,2021-06-18 21:24:39.531656,2021-06-18 21:24:39.611848
Viva Italia,,This has become a great Italian cultural area that should not be missed.  I work nearby and frequently go to a café or for lunch.  Very busy during Italian days but full of Italian tastes and energy.  Lots of restaurants/cafe's to choose from.,"December 3, 2016",0,0,,5.0,2021-06-18 21:24:39.611854,2021-06-18 21:24:39.694515
Love Commercial Drive,,Interesting and lots of character with some really great shops.This is a neighbourhood area with a unique blend of new and old.,"November 25, 2016",0,0,,4.0,2021-06-18 21:24:39.694520,2021-06-18 21:24:39.773401
A very interesting place to walk... all kinds of people to see.,,"The Drive is a place of unique character... not like the kind of tourist shopping of Robson Street. but there are some interestinglittleplaces... and a wide range of real Vancouverits to watch as you walk along.  it's a real Italian neighbourhood that has gradually changed to be more mixed/metropolitan, but you can still smell and tastes the old Italian. got to Fratelli's for baked goods and Famoso for Pizza.","November 24, 2016",0,0,,4.0,2021-06-18 21:24:39.773407,2021-06-18 21:24:39.853617
Great Restaurant Street,,"There is an abundance of great restaurants down Commercial Drive, many of them are Italian and the prices are reasonable with great food and ambiance.","November 5, 2016",0,0,,4.0,2021-06-18 21:24:39.853623,2021-06-18 21:24:39.936123
Cool Cafes & Character!,,"The Drive was previously dominated by Italian business back in the day, and still has part of that influence, particularly for all the incredible and countless coffee houses along the core of the strip, which is about 2kms.  There is an annual Italian Festival that still takes place in June or July.  This is a great place to shop for produce, grab some grub, stroll through the variety of shops and of course, enjoy a caffeinated beverage of your choice from one of many places that suit your taste!","October 25, 2016",0,0,,4.0,2021-06-18 21:24:54.693177,2021-06-18 21:24:54.788047
Eclectc Mix,,"I love Commercial Drive for the variety - from dives to fine dining; from thrift to high end shoppes, from small variety stores to larger franchise type (think Home Hardware or PC grocery stores) - Commercial Drive has it all! Definitely worth the trip.","September 28, 2016",0,0,,5.0,2021-06-18 21:24:54.788053,2021-06-18 21:24:54.876592
Waste of time do not bother,,The place was dirty and sad. Pan handlers and druggies everywhere very rundown. There were coffee shops but we didn't like the environment and left immediately .,"September 28, 2016",0,0,,1.0,2021-06-18 21:24:54.876620,2021-06-18 21:24:54.961448
Very eclectic!,,"Commercial Drive is a long stretch of stores, shops, coffee shops, restaurants, etc. of a huge variety. Perfect place to spend a day exploring.","September 26, 2016",0,0,,5.0,2021-06-18 21:24:54.961453,2021-06-18 21:24:55.175663
"You""ll love exploring here!!",,"Now here's a neat street, full of shops to buy souvenirs, great little places to eat , markets where you can buy fresh vegetables, Italian deli, Frederick's where you can dance and lots of coffe places to have a coffee and dessert.","September 20, 2016",0,0,,5.0,2021-06-18 21:24:55.175670,2021-06-18 21:24:55.315194
Grit meets Gentrified,,"Of all the neighbourhoods in Vancouver, this one feels the most real - real places and real people. Be prepared to meet all sorts on ""the drive"" and experience west coast life at its edgiest. No dress codes, lots of funky shops, multi-cultural food choices and quirky atmosphere. It's more than just a place to go and have coffee - it's a lifestyle!","September 13, 2016",0,0,,5.0,2021-06-18 21:24:55.315199,2021-06-18 21:24:55.429354
You have to be adventurous,,Get off the skytrain station at Commercial drive and start walking north up to may be the Britannia Community Center. There are tons of shops and restaurants along the way. Visit this place in the day time.,"September 12, 2016",0,0,,3.0,2021-06-18 21:24:55.429360,2021-06-18 21:24:55.526387
Don't miss it when in Van.,,"Got off the Skytrain at the wrong stop and stumbled onto Commercial Drive. Glad we did...all kinds of interesting shops, cafes and other eating places....don't miss it when you are visiting Vancouver.","August 24, 2016",0,0,,4.0,2021-06-18 21:24:55.526401,2021-06-18 21:24:55.650288
"So much culture, food and bars!",,"We stayed just off the Drive for a week and loved it! Countless food options and many, many bars. We ended up eating on the Drive the whole week, as there was that much good food available! To get to the CBD it's a short 3 stop train ride. Would definitely recommend.","August 18, 2016",0,0,,5.0,2021-06-18 21:24:55.650296,2021-06-18 21:24:55.761480
Brilliant culture,,Wonderful place to walk and have coffee. Lots to see and do...reasonably priced and great night life!,"August 4, 2016",0,0,,5.0,2021-06-18 21:24:55.761486,2021-06-18 21:24:55.858647
Food to eat and seafood to die for.,,"Besides some great restaurants and a seafood market, this area also brags the best dimsum in town.park your car and take a stroll. Great food and awesome dessert cafes, and whether it's after theater or after church it is a win-win location. (Skytrain nearby)","August 3, 2016",0,0,,5.0,2021-06-18 21:25:09.501221,2021-06-18 21:25:09.606971
Istayed here in this neighborhood twice now and love it.,,"Food coffee shops boutiques and all kinds of people.Better than main st.Colourful and cool.Parks and leafy streets and sky train,","August 2, 2016",0,0,,5.0,2021-06-18 21:25:09.606977,2021-06-18 21:25:09.702153
Nice old school area,,We drove and walked thru this area.  Older (Classic) buildings with shops and cafes.  Very LBGT friendly which is great to see!  Loved our time.,"July 31, 2016",0,0,,4.0,2021-06-18 21:25:09.702159,2021-06-18 21:25:09.780919
"Yawn... if this is on your place to visit, there is something wrong...",,"Billed as a creative locale, a great place to live and wonderful people... People are people, but you could score some meth in an alley way, or get asked for money outside a shop. There are lots of stores along commercial selling junk wrapped up in trendy colours and furniture that has be rescued from dead relatives. Self hypes itself to keep the illusion going, don't fall for it.","July 27, 2016",0,0,,1.0,2021-06-18 21:25:09.780925,2021-06-18 21:25:09.863032
Food,,"There are many restaurants there, so it's ideal to stay in this area while visiting Vancouver. You can easily take the skytrain to downtown. When you don't stay in the area of Commercial Drive, I wouldn't bother to visit.","July 21, 2016",0,0,,3.0,2021-06-18 21:25:09.863038,2021-06-18 21:25:09.942935
Gotta Love THE DRIVE,,"This is a great place to wander  to browse  to shop for antiques  retro clothing  staples, current trends,  great people watching great coffee shops - where Hollywood tends to go - great great bistros to Nosh - good food good service excellent people watching","July 10, 2016",0,0,,5.0,2021-06-18 21:25:09.942941,2021-06-18 21:25:10.021880
"Gritty, Artsy and Cheap Delicious Ethnic Eats!",,"My favourite true neighbourhood, this strip of fantastic casual restaurants, craft beer pubs and super funky shops is really a wonderful place to hang out with the grittier side of vancouver. Yes you will see panhandlers, but you will often see (and hear) absolutely fantastic street musicians. There's a nice park (Grandview) that is a gathering place for the locals. You may be able to pick up inexpensive items for sale by impromptu vendors.. CDs and jewelry, etc. The hippie culture is alive and well! You may also get to see people playing bike polo.. in the tennis courts on the west side of the park... amazing! The ethnic restaurants are the big draw.. there are many many and they are generally very inexpensive.. there are several really great craft beer places that have so many beers to choose from you are sure to get your fill of delicious! Enjoy, and be happy!","July 10, 2016",0,0,,5.0,2021-06-18 21:25:10.021885,2021-06-18 21:25:10.105272
Coffee bars,,"Italian neighborhood with… yes, espresso’s and cappuccino’s, made Italian style in one of the dozens of trendy coffee bars.","July 5, 2016",0,0,,3.0,2021-06-18 21:25:10.105278,2021-06-18 21:25:10.184702
"a must destination for strolling, coffee, dinner etc",,"one of Vancouver's true jewels.  If you are a local and do not visit on a regular basis, summer or winter, you are really missing out.","June 29, 2016",0,0,,5.0,2021-06-18 21:25:10.184708,2021-06-18 21:25:10.263408
old vancouver,,nie part of town had a real feel of a older vancouver no high rise all building fixed at no more than 5 storeys really nice way to see how vancouver used to be before the multi story blocks took over,"June 28, 2016",0,0,,4.0,2021-06-18 21:25:10.263413,2021-06-18 21:25:10.341837
"Gr8, No high rise apartments!",,"Just like 20 yrs ago! Funky shops, cafes, gr8 vibe & no glass tower apts!! Lived here in late 70s and it's still an intact neighbourhood unlike so much of Vancouver; parking bit of a hassle, but stick with it.. The stroll up/down Commercial well worth it! Try Andy's Breads-lower end towards Hastings- for best German bread & pastries!","June 21, 2016",0,0,,5.0,2021-06-18 21:25:24.396763,2021-06-18 21:25:24.499991
nice place to stroll,,"Would be ever better if sidewalk were larger, more trees planted  and road narrower and reserved for buses, street cafe should have more outdoor sitting space","June 5, 2016",0,0,,4.0,2021-06-18 21:25:24.499997,2021-06-18 21:25:24.581942
"This place has changed so much, but what makes it special is still there",,"For as long as I can remember, this has been the restaurant district with neat trendy restaurants and shops carrying cheap exotic stuff you'll find nowhere else. I was there when the place was crammed with Italian restaurants and bakeshops that served the best pasta and pastries in town. Some are still there, but now it's more cafes and mini restaurants. I don't like the fact that common Mcfranchises (like Tim Horton's and Starbucks) invaded but hey everyone has to make a living.I do love the used bookstores in this part of town and the record stores selling vinyl gold. Those are new, but very welcome.It's always been a place to walk, browse, and eat on a sunny day. Give yourself a couple hours.","May 29, 2016",0,0,,4.0,2021-06-18 21:25:24.581947,2021-06-18 21:25:24.661556
walkabout,,"It's coined Little Italy, not sure why, it is a stretch of some trendy shopping, coffee shops, specialty stores, parks, residential area. You could spend a morning or afternoon wandering and enjoying","May 23, 2016",0,0,,3.0,2021-06-18 21:25:24.661561,2021-06-18 21:25:24.747677
Bohemian Vibe in Eastern Vancouver,,"Commercial Drive is well removed from the main shopping areas downtown.  You'll get a good taste of more workaday Vancouver here.  At one end is the Croatian Cultural Centre, which hosts many great, funky events.  There are high end flea markets here every month, craft shows, concerts, etc.  It's definitely worth checking the Cultural Centre's calendar if you're coming to town.As you walk further along Commercial Drive, you will find many coffee houses, vintage clothing stores, used book stores, ethnic shops.  It is home to Kishimoto Sushi - one of the best sushi joints in the city.It is not uncommon to see film crews along Commercial Drive.  Vancouver is a hub for tv production.","May 13, 2016",0,0,,4.0,2021-06-18 21:25:24.747682,2021-06-18 21:25:24.825991
SO MUCH TO EAT,,We stated at an air BnB about 10 min drive from Commercial and we could have gone here every night for dinner. There are so many restaurant and different diverse options to eat.,"May 9, 2016",0,0,,5.0,2021-06-18 21:25:24.825996,2021-06-18 21:25:24.912075
Fav spot to hangout,,You will not find any corporations on Commercial drive and thats what makes it so great. Commercial drive offers every kind of business imaginable but is mainly Cafes and restaurants. We love to come here for food and drinks on any given day during the week. Come prepared to do some people watching and enjoy a great patio.,"May 1, 2016",0,0,,4.0,2021-06-18 21:25:24.912080,2021-06-18 21:25:24.991075
"My name is Drive, Commercial Drive.",,"Commercial Drive, as Drive addressed by locals, is Little Italy of Vancouver. Italian immigrants began to settle here and surrounding areas around the Great War. Later, immigrants from another Latin langrage country, Portugal, began to establish their community around here, too. Today, the Drive accomodates various cultures and ethnic groups, and pretty much has the most live music venues out of downtown area.","April 20, 2016",0,0,,4.0,2021-06-18 21:25:24.991082,2021-06-18 21:25:25.071231
Want Ethnic Vancouver?,,"""The Drive"" as it has been known for Decades . . . is as ""Ethnic"" as you can get in Vancouver! Dry weather is best, 'cuz there is LOTS of walking. . .  take your camera. . . MANY unusual curios to get a pix. . . Food. . . Just get an ""Appy"" at the places that interest you. . . You can NEVER eat all the food they serve!","April 19, 2016",0,0,,5.0,2021-06-18 21:25:25.071237,2021-06-18 21:25:25.149180
Foodie heaven,,"A couple of hours strolling Commercial Drive picking up great selection of groceries and import foods, visiting the Italian bakeries and delis and getting some really great coffee is my idea of a perfect afternoon. There are also some good hoe decor shops and a few funky clothing stores to check out, and all the wild, weird and wonderful people you could hope to see in a few city blocks.","April 17, 2016",0,0,,5.0,2021-06-18 21:25:25.149185,2021-06-18 21:25:25.227399
One of Vancouver's great neighbourhoods!,,"A great, character laden street with food and wares of many kinds from many countries. The city's oldest and best cheese store (La Grotta dela Fromaggio), excellent green grocers, great classic coffee shops, restaurants of every nationality, great pizzerias, housewares, garden supplies, hardwares, gelato.... it's all there and makes for a great stroll.pizzerias, pubs, clothing, collectibles","April 11, 2016",0,0,,5.0,2021-06-18 21:25:40.558039,2021-06-18 21:25:40.656522
Be forewarned. There's a topless elderly woman roaming and preaching.,,Spent a few hours here yesterday.  The naked woman's language will be offputting to children. Commercial Drive has some gems. Italian shoe store real leather with great value and craftmanship. Greek grocery store amazing. Gypsy bacon/ meat store those in the know come from far. Italian coffee shops and bakeries. Hungarian bakery no longer run by Hungarians but just as authentic.  Plenty of options for eating.,"March 27, 2016",0,0,,4.0,2021-06-18 21:25:40.656528,2021-06-18 21:25:40.744248
Diverse and fun,,"I love this area it's just got so much to offer whether it's a nice lunch, coffee with friends, dinner or date night. I've gotten a great tattoo an East Van Inc, had lots of fun at Grandview lanes bowling, a great night playing board games at the Stormcrow and a delicious dinner at Havana! There's a lot to offer with a genuine atmosphere","March 24, 2016",0,0,,4.0,2021-06-18 21:25:40.744254,2021-06-18 21:25:40.824680
Love it! Dream Cycle and Joes Coffee,,"""on the drive"" locals say, something is always happening - the people are so authentic they've become an attraction! :) If you wanna build a custom bike at dream cycle, talk bikes or fix a bike you'll have a REAL experience here - and Joe's REAL italian cappuccino? Mmmm... + my gr daughter was winked at - she thought it was awkward, we told her it was just Italian! Ha Thank you for an awesome time!","March 22, 2016",0,0,,5.0,2021-06-18 21:25:40.824686,2021-06-18 21:25:40.903166
funky part of Vancouver that hasn't been gentrified,,"I've lived close to Commercial Drive all my adult life, I love coming here for walks....in the morning for coffee......yes okay...I go to Starbucks....not the little Italian coffee shops....it's not a crime!!!!!  I love Fratelli bakery.  There are tons of little restaurants for a bit to eat.  Now that I've moved out of the area, I feel so homesick when I go to the drive.","March 16, 2016",0,0,,5.0,2021-06-18 21:25:40.903172,2021-06-18 21:25:40.987757
Great for food and shopping!,,"One of my favourite areas in Vancouver to come and spend the day shopping and eating! The stores are great if you're into a vintage-y alternative kind of look. There's a few great consignment shops and import places for cheap jewelry and such. The food is diverse, and there's something for everyone. Havana is an awesome place for food! TONS of coffee shops, a nice park for the kids to play. VERY family friendly area!","February 16, 2016",0,0,,5.0,2021-06-18 21:25:40.987763,2021-06-18 21:25:41.065635
"Not a staged tourist spot, this is genuine!",,"Spend an afternoon on the ""drive"" and you will be making memories! Lots os spots to stop, eat, browse and relax.  A multicultural gem on vancouvers east side.  This is a place to enjoy and savour! Some great stores that sell reasonably priced artworks.","February 8, 2016",0,0,,4.0,2021-06-18 21:25:41.065640,2021-06-18 21:25:41.147377
good times!,,"so many tasty treats and eats, shops, and such.   I love the drive.  I highly suggest memphis BBQ!!!!!!","January 24, 2016",0,0,,4.0,2021-06-18 21:25:41.147382,2021-06-18 21:25:41.225544
"Nice ""trendy"" walk",,Lots of little stores and restaurants. Very hippie / cool bars - people there. Nice food stores also. It is something to see if you go to visit Vancouver.,"January 22, 2016",0,0,,5.0,2021-06-18 21:25:41.225550,2021-06-18 21:25:41.303922
Lots of interesting shops,,"Commercial Drive is Vancouver's ""Little Italy"" although the area also has great mix of other European and Asian influences.  This is one of the best areas to experience genuine Italian food and drink.  There are numerous coffee shops and stores selling pastries and other imported foods.  The area has very much of a party atmosphere during soccer tournaments and is great to immerse yourself in.  The whole area is within easy reach of public transport (probably best as parking can be limited) and is an ideal place to spend half a day wandering the shops.  Worth the time!","January 18, 2016",0,0,,4.0,2021-06-18 21:25:41.303927,2021-06-18 21:25:41.382525
Very multicultural,,"It's amazing after all these years, born and bred here, that coming here still brings joy and happiness to the Drive.Lots to see, do and eat.Especially in the summer, when everyone's licking gelato.  Or whenever there's a soccer event lol.Safe too, not rowdy, for sure lots of locals too.","January 6, 2016",0,0,,5.0,2021-06-18 21:25:53.420418,2021-06-18 21:25:53.511263
Great area to stay in Vancouver!,,I did an Airbnb on East 2nd St and it was Awesome.....Mel & Dean Cooper (look them up).....really cool/modern/contemporary style apartment! Easily accessibility from Commercial drive station to city!! Wonderful restaurants and coffee houses: e.g JJ Bean's/Prado etc!,"January 5, 2016",0,0,,5.0,2021-06-18 21:25:53.511269,2021-06-18 21:25:53.589454
Eclectic and fun,,I love shopping on this street!  There are lots of ethnic grocery stores and shops offering things that are difficult to fine elsewhere and at prices you won't pay in fancy shops.  Also lots of small eateries.,"January 3, 2016",0,0,,4.0,2021-06-18 21:25:53.589459,2021-06-18 21:25:53.668455
A nice slice of life in Vancouver,,"Get away from the glitzy glass towers and waterfront and come to funky Commercial Drive where real people hang out.  Lots of small boutiques, book stores, bars, coffee shops, and surprisingly good restaurants.  This is very much a local residential area, not to compete with fancy Robson Street, but it is an authentic Vancouver neighborhood with a lot to offer.  Easy access via SkyTrain.","December 29, 2015",0,0,,5.0,2021-06-18 21:25:53.668460,2021-06-18 21:25:53.753262
"the Drive is nice, but not nearly as nice as when I was a kid",,"Commerical Drive (the Drive as it was known to the locals) is a pleasant neighborhood on the East side of Vancouver.  I used to live in the Grandview community (just 2 blocks to the West of the Drive), in days past I can remember that my parents never locked the back door..............alas such is not the practice in metro Vancouver any longer.  In today's world the Drive is infiltrated with ethnic restaurants and coffee houses.","December 25, 2015",0,0,,3.0,2021-06-18 21:25:53.753268,2021-06-18 21:25:53.835030
Neighbourhood Best,,"The Drive is truly a Vancouver icon.  Nightlife, day life, shopping, eating, drinking, shopping; is there any reason to go anywhere else?","December 24, 2015",0,0,,5.0,2021-06-18 21:25:53.835035,2021-06-18 21:25:53.916015
Funky Town,,Lots of families love to move into this area. It used to be Italian central and in many ways still is. Commercial Street is overrun by locals on the weekend. Parking is tough to locate and there are many wonderful stores to purchase authentic olive oils etc at decent prices. There are some wonderful espresso bars that are still frequented by old Italian men sitting around arguing passionately about current affairs. Definitely worth a visit as it is only partially touristy,"December 19, 2015",0,0,,4.0,2021-06-18 21:25:53.916021,2021-06-18 21:25:53.994305
"Kind of ok, but without much character",,"While I lived near this area for 6 months, I did most of my shopping in Commercial Drive, I could get most I needed so it was very useful. I was a bit surprised though how the locals said it was such a wonderful street. I mean, compared to any street back home in Amsterdam, it has no character. Barely there was any pleasantly looking architecture or nice looking feature (I had that feeling in most of Vancouver). Everything seems to have been built without any creativity or eye for quality. Everything seemed worn out, for example when you open a door of a shop, not rarely it feels very flimsy and you will hear the class ratteling in the frame. Quite laughable. The storage racks in shops often look like 30 years old. The ATM's which look like they were bought from some dump store in Korea (eventhough I used them, they didn't seem very trustworthy to me). Went to a couple of bars and restaurants, they were quite decent. Although, I always had to curb my humour with the staff. They seem to be overly polite and can take some jokes too personal. That didn't help much to improve the lack character of this street.I don't want to sound too negative though, if you are in Vancouver, you can probably get all you need in this street, just don't expect much beyond that.","December 17, 2015",0,0,,3.0,2021-06-18 21:25:53.994311,2021-06-18 21:25:54.081190
Love to walk this street,,"This is a great street to stroll down and take in the sites and people. There are places to eat, parks, grocery stores, yoga, shops, cafes, pubs, pretty much everything you could want. Love coming here on a summer day and eating on one of the many great patios on the drive.There is also Commercial Days where they limit cars from driving down and people stroll up and down the streets. Preety fun times. Also if there is ever a big soccer event ou can usually find somewhere to sit and enjoy the game with some food or drinks.","December 14, 2015",0,0,,4.0,2021-06-18 21:25:54.081198,2021-06-18 21:25:54.160445
Seedy freak show,,"Great coffee bars and eateries but sometimes a little too real life.  Drug addicts and low life's abound.  Don't get me wrong I lived on ""The Drive"" for 17 years but it was tiresome being harassed by panhandlers and druggies for your change all the time.  I go back and enjoy the adventure but i am glad i moved away.Commercial is still a great place to grab a coffee and stroll around......but.","December 11, 2015",0,0,,3.0,2021-06-18 21:25:54.160451,2021-06-18 21:25:54.251438
"Coffee shops and delis, a good stroll",,"Now becoming trendy, but great italian roasters and tratorrias near the north end. A nice 2 hour afternoon stroll.","December 10, 2015",0,0,,4.0,2021-06-18 21:26:06.140671,2021-06-18 21:26:06.228523
Edgy but Kool,,"Commercial used to be the backbone of the Italian and Portuguese communities in Vancouver, which have largely moved on although there are still several cafés, eateries and stores which cater to and carry their cultural products. It's best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park. When you reach Venables St, it's all bad on both sides down to the harbor and it's all residential so there is nothing to see or buy. Here are government subsidized projects and cheap housing where conditions exist which promotes restless kids and desperate acts. On Commercial itself you will find a harmonious and eclectic mixture of immigrant cultures offering everything from soup to nuts. There are stores of all kinds and extractions, restaurants, some notable but most not, cafés, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory. Wonder around the neighborhood during the day all you want, it's safe and beautiful just to the East of Commercial and 3-4 blocks past the bridge over the Skytrain tracks, and there are some great cityscapes visible down from the Park 3 blocks North of First St.","December 3, 2015",0,0,,4.0,2021-06-18 21:26:06.228528,2021-06-18 21:26:06.314361
Trendy and Hipater !!!!,,It is a great variety of people and shops.  Friendly atmosphere clean and eclectic. Many services available.,"December 2, 2015",0,0,,4.0,2021-06-18 21:26:06.314366,2021-06-18 21:26:06.391821
Pretty hyped up for what it is but still worth seeing,,Before moving to Vancouver everybody who had been here had recommended it as the 'place to go to' and it was described as the 'Toronto Kensington market' or the 'London's Camden Town' of Vancouver. We found it was incomparable. It is quite nice and the shops and cafes have an element of quirkiness to them and it is cool that it is mostly independent places but we would personally say that there isn't much atmosphere here - it is just a row of shops placed along a busy road. It is still worth a visit though for a place of interest outside the city centre and it has a less commercial vibe (despite the name).,"November 29, 2015",0,0,,3.0,2021-06-18 21:26:06.391826,2021-06-18 21:26:06.469197
Great place to wander and have coffee,,"All kinds of mostly boutique shops with all kinds of stuff for sale, from produce to antiques to novelties.  Many coffee shops (including the dreaded Starbuck's, but there's much, MUCH better coffee to be had at the non-franchise places) wide selection of restaurants, overall a kind of bohemian atmosphere.","November 28, 2015",0,0,,4.0,2021-06-18 21:26:06.469203,2021-06-18 21:26:06.554629
"Great Coffee, delicious panini, and so much character",,"I would recommend to anyone visiting Vancouver in the summer, to come check out Commercial Drive.  There is so much life in the neighbourhood - quirky, interesting characters, delicious espresso bars, cafes, restaurants and a beautiful mix of art and culture.....","November 23, 2015",0,0,,5.0,2021-06-18 21:26:06.554635,2021-06-18 21:26:06.633229
Funky Fun,,"""The Drive"" is a great place for people watching. Some people might think it a bit 'sketchy' but it is definitely an experience. Best coffee in town is here--the Continental. And of course lots of pizza choices. It is really bonkers football time, everyone comes out in their colours. If you're into second hand and vintage stores, great selections north of 1st Ave.","November 18, 2015",0,0,,4.0,2021-06-18 21:26:06.633235,2021-06-18 21:26:06.712071
One of the best places to visit if you don't know what you feel like eating!,,"There are so many restaurants on Commercial that if you don't know what you feel like having that day, you could just walk down the street and pick any restaurant along the way. There's so many options and so many great places here that you really can't go wrong!","November 8, 2015",0,0,,5.0,2021-06-18 21:26:06.712076,2021-06-18 21:26:06.798699
BUZZING WITH PEOPLE,,"The Commercial Drive I am reviewing is located between Broadway and about one kilometer south of 1st Avenue.   We stay near here whenever we visit Vancouver because our relatives live near here.  There are a lot of people walking around on the sidewalks most of the time -- people of many ethnic groups.   Most of The Drive consists of small businesses selling their products.   There are about ten food or grocery stores in this location -- mostly Mom and Pop operations.  Many advertise themselves as organic, and it seems like they are trying to ""out-organic"" each other.  (I myself do eat a lot of organic vegetables.)  There are also about at least a half dozen coffee shops in this vicinity.  I wouldn't make a special visit to  this area, but it's enjoyable to be part of the energy of the people there if you're nearby.","November 3, 2015",0,0,,3.0,2021-06-18 21:26:06.798705,2021-06-18 21:26:06.877490
people - places - and real cool things,,"All Good!!!When I lived nearby the drive, i took all the restaurants for granted.   Now i find myself wanting to move back.","October 27, 2015",0,0,,5.0,2021-06-18 21:26:06.877495,2021-06-18 21:26:06.969559
Great visit,,"A fun stroll thru a truly diverse area of cultures. Take a few hours and enjoy the many restaurants,coffee shops and boutique stores. Truly Vancouvers little Italy.","October 24, 2015",0,0,,4.0,2021-06-18 21:26:17.206861,2021-06-18 21:26:17.297966
