title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time
Clean city,,"Vancouver is currently rated the third most liveable city in the world (according to our guide so I hope that’s right!) and it’s rated high on the list for cleanliness. An enjoyable city to wander through, neatly laid out in a grid which makes navigating easy. A few older buildings, such as Hudson’s Bay building, add charm.","August 12, 2018",0,0,,4.0,2021-06-18 17:29:36.342023,2021-06-18 17:29:36.428623
Great architecture and lively area,,This is a wonderful downtown as the architecture of the buildings is varied to be interesting. Each building is sited with a plaza and lots of gardens and water features to make it feel human.,"August 11, 2018",0,0,,5.0,2021-06-18 17:29:36.428628,2021-06-18 17:29:36.511553
Crowded,,There was alot for constriction when we went and jay walkers. It takes forever to get from point A to point B so plan ahead and don't rush.,"August 11, 2018",0,0,,2.0,2021-06-18 17:29:36.511558,2021-06-18 17:29:36.592182
Beautiful City and surrounding areas BUT,,"Took the lovely boat ride to Lonsdale, North Van but Unfortunate to take a # 8 Bus out towards Frazer St / King Edward. The initial start of the journey was an horrific experience with a number of smelly and wild looking tramps jumping onboard. Vancouver need to address this matter as the city centre is a disgrace with all unfortunate people living and begging on the streets.","August 11, 2018",0,0,,3.0,2021-06-18 17:29:36.592187,2021-06-18 17:29:36.672293
Bold and Busy,,"Just like downtown Manhattan, Vancouver's downtown is a center of actionCommercial spaces, office buildings, restaurants, convention center, Harbour, shopping district, tourists attractions.... Every thing combined in this modern oasisI particularly love the harbour views, pubs and street foods","August 10, 2018",0,0,,5.0,2021-06-18 17:29:36.672299,2021-06-18 17:29:36.757014
Something needs to be done,,What a beautiful city but the homeless population is in need of help.everywhere you turn there are people asking for help.,"August 10, 2018",0,0,,3.0,2021-06-18 17:29:36.757020,2021-06-18 17:29:36.847603
Relax and enjoy the pleasant walk.,,"We exercise by walking around the city comfortably. Our accommodation is on the west side, but walking to the city within two days is enough to visit Yele town, old train station, Gas town,  and Chinatown. Best off all in May and June while Rodes bloom do not miss these beauty on Broughton and Jarvis street.","August 9, 2018",0,0,,4.0,2021-06-18 17:29:36.847608,2021-06-18 17:29:36.930068
Post Cruise,,Stayed three nights after a cruise. Great walkable downtown with lots of great restaurants. Plus easy taxi rides to china town and gas town. Or walk there if you like longer walks. We started our post cruise with Hop On Hop Off bus. Package included transportation of our luggage to our hotel. Very convenient and easy way to see city.,"August 8, 2018",0,0,,5.0,2021-06-18 17:29:36.930073,2021-06-18 17:29:37.018472
Amazing,,"I absolutely love dt Vancouver. SO much to do and the people! So chill and VERY fashionable. By far my fave thing to do is observe everyone here. I'm from Calgary and the difference between the two is astounding. Calgary more snobby and uppity. Vancouver more chill and accepting. Which is funny since Van is the richer city, Anyway, I LOVE it.","August 8, 2018",0,0,,5.0,2021-06-18 17:29:37.018478,2021-06-18 17:29:37.100761
Homeless Street Problem,,"Downtown has a serious homeless street problem for many blocks.  People of all races smoking who-knows-what, using the street as a bathroom and brothel making passage difficult and uncomfortable.  Include me out.","August 7, 2018",0,0,,1.0,2021-06-18 17:29:37.100766,2021-06-18 17:29:37.180737
Experience dowbtown coffee shop etc,,Enjoyed a number of walks around downtown.But be aware around Main & Hastings not pleasant side of Vancouver,"August 7, 2018",0,0,,4.0,2021-06-18 17:29:44.263587,2021-06-18 17:29:44.389008
In love!,,"I fell in love with Vancouver and wondered that I never made any attempts to visit this city before now. I breezed through Vancouver en-route to Victoria years ago but never spent time until last July. I explored the harbor, Canada Place, Robson and Thurlow, Stanley Park, Gastown, English Bay, Chinatown. I loved the view of the mountains and the harbor as you walk down the street. I was so entertained taking pictures of Canada Place at night that I did not realize it was very late. Granville and other streets turned into a big party place at night, but police presence was strong and though I was mindful and wary, I did not feel unsafe walking the streets. I spent two nights and two days there and I could have happily spent one or two more days but hotels are very expensive, which is the only complaint I have.","August 6, 2018",0,0,,5.0,2021-06-18 17:29:44.389014,2021-06-18 17:29:44.485706
Highs and lows,,"Vancouver downtown is interesting to say the least. China Town, amazing coffee shops and loads of yoga studios. Plus plenty of places to shop and eat of course. Though also a load of more dodgy areas with a seemingly high proportion of homeless people. Quite a mix! But worth experiencing.","August 4, 2018",0,0,,5.0,2021-06-18 17:29:44.485712,2021-06-18 17:29:44.570027
Everyone should visit Vancouver,,"As we approached Vancouver in the taxi from the airport, my first reaction was ""This reminds me of San Francisco"". The only difference was that Vancouver is MUCH cleaner and user friendly. We stayed on the harbour and were able to walk almost everywhere. We did take the sightseeing tour which was great and showed us all of the city. My only regret is that we had too little time there.","August 3, 2018",0,0,,5.0,2021-06-18 17:29:44.570032,2021-06-18 17:29:44.654509
Bit of a dump !!,,"Visited Vancouver on our last day of a 2 week road trip round Alberta and British Columbia.Must say what a letdown, after seeing some of the most beautiful scenery on the planet, Mountains, lakes, forests, glaciers, wildlife, rain forests, etc.The place smelled of drugs and marijhuana, homeless everywhere and was just dirty.Ive got my fridge magnet and won't be revisiting Vancouver, which is a shame because all before it was magical.","August 3, 2018",0,0,,2.0,2021-06-18 17:29:44.654515,2021-06-18 17:29:44.737381
A Friendly Canadian City with an International Flair,,This was a second visit to this beautiful city and I look forward to other opportunities. We came from Alaska via Celebrity Cruise line and spent a day visiting. You will love the cleanliness and the great number of activities.,"August 2, 2018",0,0,,5.0,2021-06-18 17:29:44.737386,2021-06-18 17:29:44.819083
What a city!,,"Stayed in Downtown Vancouver at Yaletown-Roundhouse.  We were two minutes walk from the station (Canada Line), and could walk to most places in the city.  If you’re staying in air conditioned accommodation, you’re lucky.  We weren’t and it was very noisy, especially when trying to sleep at night as we had to leave the windows open because it was so hot.  Overall a great part of the city to stay in, it felt very safe.","July 31, 2018",0,0,,5.0,2021-06-18 17:29:44.819089,2021-06-18 17:29:44.898846
Good and bad...but overall a bit of a shame,,"Came to Vancouver for 3 days with high hopes. There are some lovely parts to the city, Stanley Park is amazing, and I recommend taking bikes out to cycle round the seawall. Also the trip to the Capilano Suspension Bridge is fantastic...if a little overpriced. Gastown and Granville Island are also nice places to visit. The main drawback about Vancouver is the homelessness you experience on every street in the downtown area. It's a real eye opener, and whilst I experience homelessness in London at home this is a different level. It's right in your face, with groups of homeless people camped out on some streets. Clearly there is a huge drug problem linked to many of the homeless people here....it is like something from The Walking Dead (seriously). One of the worst we witnesses was a lovely childrens playground with lots of kids playing.....with a homeless person laying no more than 10 feet away on the pavement with her trolley full of clothes. It really put a downer on the experience for us and due to this in the main I doubt we will be returning. Such a shame as the people are fantastic, really genuine and friendly.","July 31, 2018",0,0,,3.0,2021-06-18 17:29:44.898852,2021-06-18 17:29:44.979493
To see and DO,,There's lots to see and do in downtown Vancouver food heaven coffee paradise and shop till you drop. Or sit outside a bar and people watch it's great. Easy to get around either by bus taxi or just walk.,"July 30, 2018",0,0,,4.0,2021-06-18 17:29:44.979498,2021-06-18 17:29:45.095017
From Granville Island to the Port terminal...a must walk on Hornby street,,So many coffee shops...especially Tim Horton.  Their mugs are so big that if you drink one full mug and are over 60 you need a washroom in 60 minutes. Such good quality.  Stop for drinks at Hotel George and the Wedgewood Spa.  The walk is exhilarating.  Have dinner at the Italian Kitchen.  Shop at the LuLuLemon shops and the fancy schmancy boutiques on Burrath Street.  These places are all short walks off of Hornby street.,"July 29, 2018",0,0,,5.0,2021-06-18 17:29:45.095023,2021-06-18 17:29:45.358554
Not the friendly Vancouver it was 10-15 years ago.,,"The material wealth is on display everywhere in Vancouver, but socially this is a very sick city equally on display and its just down right disgusting the disregard everyone has for each other in Vancouver. The pompous self entitled rich have ruined what was once a great city.","July 29, 2018",0,0,,2.0,2021-06-18 17:29:55.423895,2021-06-18 17:29:55.511022
Vacation 2018,,"Stayed in the City Center at The Hyatt Regency Vancouver.   We were within walking distance of downtown, Gastown, tons of shopping, restaurants etc.  Love downtown Vancouver, it's a beautiful city with so much to offer travelers.   Took the hop on hop off tour which gave an excellent overview of Vancouver from Stanley Park to Chinatown and so much in between. Would highly recommend a visit. Make sure to stay in the city because it makes it a lot easier to get around making better use of your time while here.  We had thought about staying in a nearby town about 20 minutes away.  This is without traffic.  Trust me, after you factor in traffic you will spend at least an hour each way if you stay outside Vancouver.   We were going to stay in Surrey,  but decided that everything we wanted to do was in downtown.   Saved a bunch of time by staying in the middle of the action.  It was definitely worth spending a little bit more on the hotel and being close to everything.   Also being on a higher floor have us phenomenal city views.","July 29, 2018",0,0,,5.0,2021-06-18 17:29:55.511028,2021-06-18 17:29:55.592802
Awesome..!!!,,"On this trip, we visited 3 cities-Portland, Seattle and Vancouver. Spent a lot of time in Vancouver and very glad we did so. The people and city are amazing. Will come back again. The ocean and the mountains make it very hard to beat!!","July 29, 2018",0,0,,5.0,2021-06-18 17:29:55.592807,2021-06-18 17:29:55.673724
American beauty?,,"Vancouver is not our favorite city. Typical American big city, poor in cultural sites and rich in multiple lane streets and skyscrapers. If you come here, we recommend to stay 2 days max to see Stanley Park and Granville Island.","July 27, 2018",0,0,,2.0,2021-06-18 17:29:55.673729,2021-06-18 17:29:55.754684
Easy to walk Big city shopping with broad sidewalks and pedestrian priority,,"From the Pacific Centre in three directions ,  up and down the main streets of Vancouver  ( Georgia, Robson, Corteone, Granville etc) there is shopping, restaurants and hotels to enjoy.  The downtown has a sense of safety while the neighborhoods to the East don't have a safe feeling.  Nothing  very flashy about this downtown but is has a city sense with tis internaitonal hotels and visitors.","July 27, 2018",0,0,,4.0,2021-06-18 17:29:55.754689,2021-06-18 17:29:55.835590
Better than advertised,,"As big cities go, VC is quite pleasant. It is a foodies paradise, and there are many great attractions in and around downtown. It is a vibrant and active city with people walking everywhere.lots of cool little neighborhoods like Gastown, Yaletown, etc that have their own local personalities.","July 27, 2018",0,0,,5.0,2021-06-18 17:29:55.835595,2021-06-18 17:29:55.919312
So to walk around,,So many amazing places to go and eat. I love walking around all the little shops and walking to the harbor. They have separate pathways for cyclists and pedestrians. So happy I dont worry about getting ran over.,"July 27, 2018",0,0,,5.0,2021-06-18 17:29:55.919318,2021-06-18 17:29:56.004115
Helen ~~ Very nice environment,,"Downtown Vancouver Robson Street is a fashion dining shopping St, people close 9-10pm and close by beach","July 26, 2018",0,0,,5.0,2021-06-18 17:29:56.004120,2021-06-18 17:29:56.085141
the hub of Vancouver,,"This is the place to start your tour of Vancouver. Vancouver downtown includes the Canada Place with its magnificent views of North Vancouver (Grouse Mountain),cruise ships, sea planes, hotels, the convention centre, plenty of Starbucks for drinking coffee/tea/,street entertainers(we saw 2 young fellows tap dancing to music). It is the pivotal location to take shuttle buses to Capilano Bridge,Grouse Mountain and Stanley Park (and more).Within a few blocks of the Canada Place, you can be walking in Gastown, at the Vancouver Art Gallery, at the Bill Reid Art Gallery, or shopping in the Pacific Mall.  Hotels may be pricey in the downtown but well worth the convenience of the location.There are many restaurants to suit everybody's taste and budget.","July 26, 2018",0,0,,5.0,2021-06-18 17:29:56.085146,2021-06-18 17:29:56.164997
Very dingy,,But if you like the smell of greasy food combined with a distinct odor from the weed shops go right ahead.,"July 26, 2018",0,0,,2.0,2021-06-18 17:29:56.165003,2021-06-18 17:29:56.245273
Fun Place to be!,,"There is a ton to see and do in downtown.  Its amazing how big the city is. The city is lively with people, restaurants and shops. It's easy to navigate and parking is remarkably easy to find. There is a heavy Asian influence in the city which is fun because that means that you can find really good Asian food almost anywhere! Really enjoyed our time in downtown Vancouver.","July 25, 2018",0,0,,5.0,2021-06-18 17:30:08.372689,2021-06-18 17:30:08.462311
Great shopping,,Many restaurants and retail stores to shop. All the high end brands are on Robeson. Parking is tough.,"July 25, 2018",0,0,,5.0,2021-06-18 17:30:08.462317,2021-06-18 17:30:08.547154
Nice City,,Downtown is an easy train ride from the airport. It appears to be a clean city with plenty of shopping opportunities,"July 25, 2018",0,0,,4.0,2021-06-18 17:30:08.547160,2021-06-18 17:30:08.627711
Family Vacation,,Beautiful City A lot of things to see. Very clean. We enjoy shopping there is no much difference between our Australian dollar to Canadian dollar. It is our second time to Vancouver and we are planning to come back again next year. We love Vancouver.,"July 25, 2018",0,0,,1.0,2021-06-18 17:30:08.627716,2021-06-18 17:30:08.710181
Simply Beautiful!,,"What a beautiful city! Our first time here and the city is very clean and everyone very helpful. So many cafes, bistros and restaurants to choose from! We will return for sure!","July 24, 2018",0,0,,5.0,2021-06-18 17:30:08.710187,2021-06-18 17:30:08.795969
Utterly amazing!,,"We have just stayed for 3weeks in Downtown Vancouver,and were amazed that we never ran out of things to do. Staying in the centre,we were able to walk out in every compass direction from our hotel on nitrate st,to an area of outstanding beauty.In one direction,Canada Place,the waterfront draws you,with the harbour boats,float planes,North Vancouver mountain backdrop,snowballed at the height of summer. Go in the opposite direction and catch a mini ferry to quirky Granville island. Another direction,beautiful Stanley Park,wildlife full,amazing lagoons.Another direction,Hadrian and science world. False creek also walkable.beautiful beaches,sculptures and if that's not enough,free shuttles to grouse mountain,Capuano suspension,and an excellent transit system that works cheaply,simply and efficiently! Loved it x","July 24, 2018",0,0,,5.0,2021-06-18 17:30:08.795974,2021-06-18 17:30:08.880308
Grouse mountain and north Vancouver,,"Free bus service to grouse mountain, the 5 Zip line was fun and a quick boat ride to north Vancouver for a relaxing evening watching the sun set, over looking city view. Free bus and the boat ride leave from Canadian Place, highly recommended if you are only visiting for a few days","July 23, 2018",0,0,,5.0,2021-06-18 17:30:08.880314,2021-06-18 17:30:08.965405
A Great Downtown Area,,"I have visited Vancouver on numerous occasions, mainly for sporting events.  Vancouver has a lovely downtown area.  As a former police officer, I feel very safe in the downtown area, as well as on their very good transit system.  In saying that, ALWAYS be aware of your surroundings.  Take time, plan your visits and enjoy.","July 23, 2018",0,0,,5.0,2021-06-18 17:30:08.965411,2021-06-18 17:30:09.055219
One of the best downtowns anywhere,,"Downtown Vancouver is one of the safest and most beautiful downtowns anywhere. English Bay, Stanley Park Yaletown, Gaston, Coal Harbour, Robson Street ... all close to the water with majestic mountain backdrops.  Absolutely wonderful!","July 23, 2018",0,0,,5.0,2021-06-18 17:30:09.055225,2021-06-18 17:30:09.139214
My favorite CBD,,"I love everything about Vancouver.  The central business district is no exception: clean, organized, everything works.  Pretty.  Great public transportation.  Waterfront.  Easy access to the airport.  Just amazing!","July 23, 2018",0,0,,5.0,2021-06-18 17:30:09.139221,2021-06-18 17:30:09.226105
A Tale of Two Cities,,"Overall, I found Vancouver to be a beautiful and vibrant city, with pockets of charm scattered here and there. The great thing about Vancouver is its accessibility to parks, mountains and waterways just minutes from the downtown core. It definitely has a laid back feel to it, and lacks the fashionista sense that imbues cities like Toronto and Montreal. People are friendly and down to earth. There is never a shortage of things to do and see. However, as world-class as Vancouver is, it also has a huge socio-economic issue with a massive population of homeless, mentally ill and drug addicted people living on the streets of the downtown eastside (East Hastings and Main being the epicentre of the 10 blocks known as Skid Row). How the city allows this problem to exist and fester is beyond my understanding, especially when one of its main drivers of growth is the tourism industry. To have so many down and out people living on the streets, doing drugs in broad daylight, and basically milling about looking for their next fix is completely heartbreaking. This is something that obviously has no quick solution. I was in Vancouver back in 1994 and even then this problem existed, although not to the extent that it does today. If it wasn't for this overwhelming issue, I would have given this review 5 stars.","July 22, 2018",0,0,,4.0,2021-06-18 17:30:21.143356,2021-06-18 17:30:21.235637
July 2018,,"We took the float plane over from Victoria. I highly recommend enjoying the float plane views during your trip if you are going to Victoria or up to Whistler. We stayed at the UBC, rode bikes around Stanley Park, visited Granville by ferry, went to Gastown - there were an abundance of shopping and food experiences. Parking in Vancouver is expensive.  We.visited Chinatown and were sad to see that the East side of the City shows a neglected side of Vancouver. So many homeless people and several people using drugs (shooting up) in on the street or entryway to abandoned buildings and alleys. I certainly would not have felt safe in the evening.  Paramedics patrol the Gastown/Chinatown/East side on bikes.  The city has a ton of character, I think it needs to invest in solutions for helping some of the residents.","July 21, 2018",0,0,,4.0,2021-06-18 17:30:21.235643,2021-06-18 17:30:21.317084
A great area to stay,,"We went totally ""blind"" in our choice of hotel and with Coast Coal Harbour Hotel in the middle of Downtown, our stay was 1st class. Just close to the waterfront, we were 5/10 minutes walk from the harbour trip boats and Stanley Park in one direction and 5 minutes walk from Canada Place in the other. Slightly longer to walk up up Robson Street for the stylish shops. All in all Downtown is lively, full of restaurants and bars, interesting with great views of the marina and mountains - and as for the seaplanes, they have to be seen and sampled to be believed. We loved this area and were so fortunate in our ""blind"" choice. There are of course other hotels in the area which looked just as good as ours with access to the same local amenities but as we did not use those hotels, we cannot comment - but they cannot be bad can they in such a lovely area? Check out the waterfront park for a relaxing stretch out in the sun!Hilarity1628","July 20, 2018",0,0,,5.0,2021-06-18 17:30:21.317089,2021-06-18 17:30:21.396376
Walkable City,,"While Vancouver could be seen as just another big city the downtown area is quite walkable and areas like Gastown, Yaletown and China Town are reasonably accessible by walking.  The main downtown shopping street is Robson Street with big stores such as Nordstrom, Old Navy and The Hudson Bay Company as well as many other fashion and brand name stores in the general area.","July 19, 2018",0,0,,4.0,2021-06-18 17:30:21.396382,2021-06-18 17:30:21.477578
Nice downtown - walkable and safe,,"Nice ambience, lots of fancy and regular shops too. Very walkable and felt safe. Easy to get to waterfront and Stanley Park with bike hire.","July 19, 2018",0,0,,5.0,2021-06-18 17:30:21.477583,2021-06-18 17:30:21.558300
Some good points but overall disappointing.,,"We had high hopes for the city of Vancouver, but ultimately walked away disappointed.   While the city does have some pretty spots like Stanley Park, Canada Place, and Gastown, overall it is seedy and not well kept, with panhandling homeless everywhere.  Many areas are very sketchy and not safe at night at all.  Also the taxi situation is absolutely ridiculous.  There are no cab stop lines anywhere, and even downtown it can be very difficult to find a cab.  In places like Stanley Park they are nonexistent, and unlike most cities where major tourist attractions draw plenty of taxis, even at those locations there are none to be had.   You really must have a private driver or rent a car in Vancouver in order to get around effectively.","July 18, 2018",0,0,,3.0,2021-06-18 17:30:21.558306,2021-06-18 17:30:21.652227
"Awesome city, bike friendly and great food",,"This was our first time in Vancouver and we just loved this city. The city had lots of tourist, seemed busy but super chilled, not rushed or stressful at all. There is a huge diversity and that can also be seen in their restaurants options. Lots of Japanese, Korean and Asian infused foods. Loved it!","July 17, 2018",0,0,,5.0,2021-06-18 17:30:21.652233,2021-06-18 17:30:21.735602
Amazing!!!,,Everything is so close and there is such a variety of restaurants for you to try. The views are amazing and there is so much transportation for you to maneuver throughout the city. We spent a weekend here and it’s still not enough. We will be back.,"July 16, 2018",0,0,,5.0,2021-06-18 17:30:21.735608,2021-06-18 17:30:21.819868
Bring your bicycle clothing,,"This city is delightful , Canadians are friendly and polite .The city has the most amazing protected bike routes around and criss crossing it. Plenty of bike rental shops and tour groups","July 15, 2018",0,0,,5.0,2021-06-18 17:30:21.819874,2021-06-18 17:30:21.904309
Diverse place,,Really enjoyed the many different areas of Vancouver City. Very easy to get around and quite easy to keep your bearings by looking at the mountains behind North Vancouver.,"July 14, 2018",0,0,,5.0,2021-06-18 17:30:21.904315,2021-06-18 17:30:21.987485
Wandering the downtown area - Tower and Gaslight Village,,"Beautiful city with lots to see and do. Lots of great restaurants, very friendly people, and so much to see.","July 13, 2018",0,0,,4.0,2021-06-18 17:30:33.051429,2021-06-18 17:30:33.148381
Walking Trip,,We explored downtown on foot; the good parts were nice but because you don’t know the areas well you can easily take a block too far and end up in an area that feels less safe. But wear comfortable shoes and be prepared for the somewhat elevated terrain in parts 😉,"July 13, 2018",0,0,,3.0,2021-06-18 17:30:33.148386,2021-06-18 17:30:33.234588
"Nice, but so much social degradation",,"I went with my partner and we found the bars, restaurants and people very friendly. There’s lots to see and do and getting about by the buses is fairly cheap. A massive issue the city needs to address is the amount of people living in make shift camps on the streets, this is clearly because of the growing gulf between the rich and the poor.  More affordable housing needs to be built and more needs to be done to crack down on related social issues. We were told not to walk through downtown Vancity at night as we would more than likely be mugged, shame.","July 13, 2018",0,0,,2.0,2021-06-18 17:30:33.234594,2021-06-18 17:30:33.314555
Fabulous city,,Not surprised that this is one of the best places to live in the world. Shame about the number of vagrants in gastown.,"July 13, 2018",0,0,,5.0,2021-06-18 17:30:33.314561,2021-06-18 17:30:33.398258
Bit Overrated!,,"I think overall it is a bit overrated, especially given the fact there are so many homeless and broken hearted people in plain sight. It is very obvious that Vancouver is working hard on it's harm reduction programs and being a retired mental nurse..I get it and support it 100%..  That being said it is a lovely place to visit. I could never afford to live there rent and home ownership is out of control. I did find prices for groceries and places to eat comparable to that of Ontario, Canada. My home. The variety of foods, and markets is amazing and overall the experience, in my opinion nobody should pass by...just depends on your attitude.","July 12, 2018",0,0,,5.0,2021-06-18 17:30:33.398264,2021-06-18 17:30:33.491559
Nice Downtown,,"We did plenty of walking through the downtown core over the 5 days we were there. It was very easy to get around, find directions and there was always plenty to do.","July 11, 2018",0,0,,5.0,2021-06-18 17:30:33.491564,2021-06-18 17:30:33.572458
Walk on the Sea Wall,,Make sure you take a walk along the Sea wall. There are many good and entertainment choices you could pick before going. Walk or take a bike ride.,"July 11, 2018",0,0,,5.0,2021-06-18 17:30:33.572463,2021-06-18 17:30:33.652700
"Disappointing, didn’t live up to the hype",,"Expected much more from Vancouver, but the city didn’t live up to the hype, yes there are mountains and parks, but I have never seen so many homeless, drugs addicts and mental unwell in an area. The homeless and beggars are around all the main areas, giving the city an uncomfortable edge. This is very sad and should be addressed by the City through better health care and mental health provision. I won’t be in a rush back, sorry to say.","July 10, 2018",0,0,,2.0,2021-06-18 17:30:33.652705,2021-06-18 17:30:33.734630
Very walkable city,,"Enjoyed just walking around downtown and popping in a few shops here and there.  Clean, modern, busy with people.","July 10, 2018",0,0,,4.0,2021-06-18 17:30:33.734635,2021-06-18 17:30:33.814268
Beautiful Vancouver,,I visited Vancouver for the first time a few weeks ago. What an amazing and gorgeous city. I attended a course downtown for a few days and I loved being down there. I enjoyed sitting at Robson Sq by the waterfalls as well as watching kids dance in the skating area.  I wandered around the stores and the streets. I took the ferry across and enjoyed it and gastown. The transit system is easy to use and affordable. I loved the food trucks and the variety of foods available. There was a jazz festival on while I was there.  Would love to visit again for longer.,"July 10, 2018",0,0,,5.0,2021-06-18 17:30:33.814274,2021-06-18 17:30:33.893246
beautiful british colombia,,downtown  has many tourist attractions and very amazing place to go.its a very fantastic place to stroll down with families and friends.beautiful when you get there at night and see all places around.very culutral  as well.,"July 10, 2018",0,0,,5.0,2021-06-18 17:30:45.908529,2021-06-18 17:30:45.995251
Clean City,,"Vancouver is clean  bright clean city , set on the Ocean and a beautiful back drop of mountains .China town is fun to stroll thru , great eats , lots of small stores. Shopping is everywhere as in any big city .","July 9, 2018",0,0,,4.0,2021-06-18 17:30:45.995256,2021-06-18 17:30:46.074163
Amazing city,,The downtown area of Vancouver is just awesome. There are so many things to do and see. I just loved everything was nice and clean and the people are so friendly.,"July 9, 2018",0,0,,5.0,2021-06-18 17:30:46.074168,2021-06-18 17:30:46.156557
Many places of interest to visit,,"The downtown area covers several main Tourist attractions within following Communities:- Chinatown, Coal Harbour, Gastown, Yaletown and West EndManaged to visit several of these during 4 night stay at this locationSome amazing sightsHowever we and others were quite surprised that as one of the best cities in the world to live and visit  there is a huge Homeless population especially in main shopping areaPeople sleeping on roadside kerbs, doorways and even a central kerb on a busy road leading to Granville Island was quite shocking to see at times due to dangers imposed to these individuals from flow of trafficMyself and others were shocked nothing appears to have been done to safeguard these people whose age ranged from teenagers to quite elderlyQuite an unsettling scene to witness Coal Harbour is where Cruises Liners dock so some huge Ships and very busy area with two or three ships docking on same day while we were in Vancouver Also it is where fleet of Seaplanes are based for excursions and private travel to different areas in CanadaEasy to walk to Sea Wall from Coal Harbour as linked pathways so you can access Stanley Park, Marina, and enjoy Sunset Cruise as we did, should this be type of activity you might enjoyHad booked this excursion prior to arrival in Canada with ViatorBeautifully set dining rooms which had name cards placed on each table with lovely Staff who very kindly arranged for us to be able to sit next to others from our Tour Group by asking some fellow visitors if they would mind exchanging seats for the eveningThanks to those who did this Much appreciated Our friends had booked quite late (day before sunset cruise) after hearing we were going on Dinner Cruise and it appealed to them tooMany thanks to the Captain for her help in allowing us move from initial seats allocated to us and for a fabulous Harbour Cruise topped off by stunning sunset over Stanley ParkGot to visit Yaletown on morning of our departure Very quiet and relaxing couple of hours spent overlooking boats and enjoying Scenery and drinks from Blenz Coffee near False Creek before having to return to our Hotel to get Coach for Airport","July 9, 2018",0,0,,4.0,2021-06-18 17:30:46.156563,2021-06-18 17:30:46.236281
Clean and welcoming,,"By many standards the city is small. That makes it very welkable. While the city population is large, the city itself has a welcoming city center and many outlying shopping areas. Do not b fooled into thinking the city shopping is limited. It is not. There are wonderful galleries shops and everything is a short walk to tourist sites or picnic areas that the city workers take full advantage of. A fabulous city I wish I lived there.","July 9, 2018",0,0,,4.0,2021-06-18 17:30:46.236287,2021-06-18 17:30:46.316103
Lovely place to walk and get to know the culture,,i like that place so much. vancouver is just a heaven for me. walking around make me feel like a dream. just there are many homeless people. sometimes scary at night,"July 9, 2018",0,0,,5.0,2021-06-18 17:30:46.316109,2021-06-18 17:30:46.396937
Hilly,,"Nice to see by bus, but by foot you can walk your butt off. Public transportation is OK, But drivers arent friendly. Ask to be told where a stopmis and they say ok, but never actually tell you.They say you can pay with crdie cards but only if you have touchless feature.","July 9, 2018",0,0,,4.0,2021-06-18 17:30:46.396943,2021-06-18 17:30:46.481475
Lovely area for a walk.,,Lovely clean area for a walk. Plenty to see and do.This area/place was very clean and well looked after.,"July 8, 2018",0,0,,5.0,2021-06-18 17:30:46.481480,2021-06-18 17:30:46.566175
The steam clock,,The steam clock is a highlight of the downtown trip - situated across Starbucks on the street corner the clock was made by engineers and works like a steam engine - great engineering works,"July 7, 2018",0,0,,3.0,2021-06-18 17:30:46.566180,2021-06-18 17:30:46.649731
Take your time,,"If you go downtown take your time to visit the nice thing, that means about 1:30 hours for the Harbour Look Out, 3 hours for Gas town, maybe 1-2. hours for Chinatown, and more than 1hour for Canada Place.We did not make Chinatown.We tried but had to walk through an area where a lot of homeless people were ‚camping‘ , so we did not feel comfortable to walk there.","July 7, 2018",0,0,,4.0,2021-06-18 17:30:46.649736,2021-06-18 17:30:46.730881
Beautiful City,,"We really enjoyed our visit to Vancouver. It is such a clean city. We were only there one night waiting to board a cruise ship but will definitely be back. We want to cross the Capilano Suspension Bridge since we did not have time to do it on this trip. We visited Stanley Park and loved walking along the sea wall. The people in Vancouver were so friendly and helpful when we needed directions. Cardero’s was a great place to eat, a bit on the expensive side.","July 7, 2018",0,0,,5.0,2021-06-18 17:30:55.798984,2021-06-18 17:30:55.885402
Vancouver is a fun city.,,"Vancouver has so many areas with different vibes.  Davie & Denman are near the beach, many great restaurants.  An upbeat, fun place.  Commercial Drive has the feel of Europe.  Many great coffee shops - especially Cafe Calabria.  Downtown Vancouver has Canada Place, where the tour ships come in.","July 7, 2018",0,0,,5.0,2021-06-18 17:30:55.885408,2021-06-18 17:30:55.963718
Big City Views,,We loved our tour of downtown Vancouver when in Canada's beautiful British Columbia trying to get a good look at the iconic tower. Lots of beautiful architecture lining every traffic filled street. Stopped at the Hard Rock Casino despite the picket lines.It was very clean the city they are doing a good job at cleaning it up.  Parking was easy to find and free at the Hard Rock incidentally.,"July 7, 2018",0,0,,5.0,2021-06-18 17:30:55.963724,2021-06-18 17:30:56.043360
Be prepared to walk!!,,"We were staying with a friend and of course she doesn’t have a parking spot so we had to find one. I drove around for about 2 hours trying to find a spot. The problem with downtown Vancouver is that there are one ways & no left turns everywhere. You have to drive 5 blocks just to turn around. If you don’t have a credit card good luck finding a spot, we eventually went and bought a visa gift card and parked in the hospital parkade. We had to walk a couple blocks to my friends house, but were just happy to finally have a spot.","July 6, 2018",0,0,,2.0,2021-06-18 17:30:56.043365,2021-06-18 17:30:56.122090
Beautiful city on the water,,We had a fabulous day here. Walked all day downtown and to Stanley Park ! Great views and. Good food and friendly people. We should have stayed longer ....,"July 6, 2018",0,0,,5.0,2021-06-18 17:30:56.122099,2021-06-18 17:30:56.200626
