title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time
Great time visiting Gastown,,"Great area to visit in Vancouver. Lots of souvenir shops and plenty of places to eat/drink with nice atmosphere. The historic steam clock - well worth seeing ... but be prepared to wait a bit to get photos as it is constantly crowded. Great selection of shops from nice boutiques to quirky, interesting ones. Some of the art décor style architecture in the area is fascinating. We were amazed at the number of street food vans around this area offering a large array of different foods.","October 27, 2017",0,0,,5.0,2021-06-18 19:30:40.308601,2021-06-18 19:30:40.390179
Not what I expected,,"Perhaps I didn’t go far enough off the Main Street however I was disappointed in this area of Vancouver. It was filled with tourist/souvenir stores and the immediate area is still filled with derelict shop fronts, homeless and quite a few ‘undesirables’ I went to see the Steam Clock and was keen to go elsewhere.","October 27, 2017",0,0,,2.0,2021-06-18 19:30:40.390185,2021-06-18 19:30:40.466492
Shop Eat and Repeat!,,"There was sooooo much awesome food, shopping, and souvenirs! We went a few times on our 5 day trip! Perfect","October 27, 2017",0,0,,5.0,2021-06-18 19:30:52.082065,2021-06-18 19:30:52.175201
Pleasant bustle,,Once we got there we enjoyed the atmosphere and locale. A fun place and the steam clock is an obvious draw.However getting there was an unpleasant experience..We were in Chinatown visiting the Chinese Garden and decided to walk to Gastown. Unfortunately this took us along streets full of stoned junkies/druggies and homeless beggars. The homeless junkie problem in Vancouver certainly came as a very unpleasant shock.,"October 26, 2017",0,0,,4.0,2021-06-18 19:30:52.175206,2021-06-18 19:30:52.250007
Eclectic and funky,,"We enjoyed the Gastown location very much. It had a terrific 'feel' to eat - not to mention fantastic, well priced eateries everywhere.","October 25, 2017",0,0,,4.0,2021-06-18 19:30:52.250012,2021-06-18 19:30:52.325128
"A great place to wander but lots of ""difficult"" people",,"Lots of souvenir shops and lots of places to eat and drink. And of course there is the steam clock - well worth seeing.However, there were many people begging and/or behaving aggressively which made me as a tourist feel uncomfortable","October 25, 2017",0,0,,3.0,2021-06-18 19:30:52.325133,2021-06-18 19:30:52.408921
Quirky vibes,,Loved the steam clock and lights at night. Goofy shops and stellar street art. The vibes varied greatly from block to block. Some areas had people shooting up heroine in the alley and others were clean and trendy. Overall a fun section of the city. We walked from downtown and then headed over to Chinatown.,"October 25, 2017",0,0,,4.0,2021-06-18 19:30:52.408926,2021-06-18 19:30:52.484748
Nice walk,,Nice neighbourhood. Cute shops and cafés. The shops can be quite pricy. Its not very long to walk around.,"October 23, 2017",0,0,,4.0,2021-06-18 19:30:52.484753,2021-06-18 19:30:52.561172
The oldest part of Vancouver,,We enjoyed walking around the area looking at all the old Victorian architecture.  We didn't buy much but the window gazing was fun; all the different fashions and goods offered.  There are lots of bars and restaurants serving any kind of food you could desire.,"October 23, 2017",0,0,,4.0,2021-06-18 19:30:52.561178,2021-06-18 19:30:52.642373
Gastown is worth seeing!,,"If you are new to Vancouver or just visiting Gastown is a delightful place. It is the original old Vancouver, the budding are old and reflect the era. The stores are excellent for souvenirs or authentic aboriginal art. It's a pretty and easy walk with lots of restaurants and pubs to choose from. There is a clock run by steam and goes off every 15 minutes, with versions of the Westminster chimes.","October 23, 2017",0,0,,5.0,2021-06-18 19:30:52.642379,2021-06-18 19:30:52.718098
Excellent way to spend an afternoon,,A great area to wander in and out of souvenir shops and eateries. Love the lamp posts and Steam Clock. Stopped at the brewery which has a great view of the harbour.,"October 22, 2017",0,0,,5.0,2021-06-18 19:30:52.718103,2021-06-18 19:30:52.799195
Interesting Place,,"Took a walk thru Gastown, very interesting must see place, filled with shops and resturants along with interesting history stop. Enjoyed seeing the steam come out of the clock too. We got off at this stop when on the On and Off Bus tour.","October 22, 2017",0,0,,5.0,2021-06-18 19:30:52.799200,2021-06-18 19:30:52.875842
Fun area,,"We enjoyed being in this area, great restaurants. Just a neat vibe about it. The people are friendly.","October 22, 2017",0,0,,5.0,2021-06-18 19:31:07.905763,2021-06-18 19:31:07.998338
Best spot to visit in Vancouver!!,,"Gastown is a great spot to explore.  Amazing coffee shops, restaurants and shopping.  A must to visit.","October 21, 2017",0,0,,5.0,2021-06-18 19:31:07.998343,2021-06-18 19:31:08.096153
Charming,,"Beautiful neighborhood!very charming place. At night, the lights is quite sublime! Great restaurants! It's a place which worth it to visit!","October 20, 2017",0,0,,5.0,2021-06-18 19:31:08.096160,2021-06-18 19:31:08.181376
Brought friends to this very quaint and walkable area,,Looking for Vancouver souvenirs? This is the street where you can find every one imaginable.  Bestto be outside by the steam clock at noon though so you can hear it play the full tune.,"October 20, 2017",0,0,,4.0,2021-06-18 19:31:08.181381,2021-06-18 19:31:08.261289
A most interesting place.,,We walked from our hotel downto Gastown. The old buildings were most impressive. Pleanty of places to eat and drink. The highlight for us was seeing the old Steam Clock. By accident but fortunately we arrived just before midday and sat watched and listened to the steam whistles blowing the midday tune whilst having a coffee.,"October 20, 2017",0,0,,5.0,2021-06-18 19:31:08.261295,2021-06-18 19:31:08.339789
Arty and fashionable area in Van City.,,Lots of craft shops independent labels and excellent places to eat and drink. Nice coffee houses. Well worth a visit when in the city.,"October 19, 2017",0,0,,5.0,2021-06-18 19:31:08.339794,2021-06-18 19:31:08.429207
Great place old Vancouver market,,A little bit of Europe. Cobble stone streets and stores. Lot's of restaurants to choose from. It would be nice if they closed the streets off.but a fantastic place all the same.,"October 19, 2017",0,0,,5.0,2021-06-18 19:31:08.429213,2021-06-18 19:31:08.509128
Touristy,,"Some nice shops/restaurants and bars and some of the architecture has been preserved very well. But more down and outs than I had expected in a tourist area and when we reached the end of the ""nice"" part and turned to go towards Chinatown, we found ourselves in an area where almost everyone appeared to be homeless/spaced out/ selling drugs. Bit scary.","October 19, 2017",0,0,,3.0,2021-06-18 19:31:08.509132,2021-06-18 19:31:08.589989
Buzzy atmosphere,,Loved wandering around in Gastown. Other reviewers have mentioned the dangers of walking from here to Chinatown and i repeat the warnings. We did in fact see an individual injecting himself in a street between the two. We were on a car tour at the time so completely safe.But dont let this stop you enjoying this great part of town. You must not miss the steam clock of course.,"October 19, 2017",0,0,,4.0,2021-06-18 19:31:08.589994,2021-06-18 19:31:08.669304
"Pretty, Historical...But...",,"Gastown is good for shopping, historical architecture, and is hip in an urban kind of way.  Just thought I’d let my fellow travelers know that this is wear the Vancouver street people hang out - and it’s probably not as safe as other areas.","October 18, 2017",0,0,,3.0,2021-06-18 19:31:08.669309,2021-06-18 19:31:08.749609
Picturesque neighborhood; be wary if you walk from here to Chinatown,,"On a sunny day, this is a nice neighborhood to walk around, with the cobblestone sidewalks, quaint stores and abundant restaurants -- and of course the famous Steam Clock (make sure to wait for any quarter-hour to hear the steam-chimes). From here, you can walk to Chinatown -- but better take West Pender/East Pender over, and NOT West Hastings/East Hastings (especially around the intersection with Columbia), as this is a really seedy part of town, full of homeless people (which you'll see everywhere else in Vancouver as well, just not nearly as many as here), prostitutes, and junkies that will shoot up right on the street (and you'll see syringes with needles lying around here and there)...","October 17, 2017",0,0,,4.0,2021-06-18 19:31:23.158822,2021-06-18 19:31:23.243210
Lively neighborhood.,,Cant miss it if in Vancouver.  There is a steam clock that is not really a big deal but the neighborhood is fun and full of good restaurants.,"October 17, 2017",0,0,,5.0,2021-06-18 19:31:23.243214,2021-06-18 19:31:23.323165
Great history and restaurants,,Lovely to wander here after dark looking at the various sites (including the steam clock) and then stop for a bite to eat.,"October 17, 2017",0,0,,4.0,2021-06-18 19:31:23.323170,2021-06-18 19:31:23.415261
Gastown,,"We enjoyed is area of Vancouver so much that we mad a return trip the next day and took 4 of our friends there. Fun to walk and look in the shops, the steam clock and had lunch at a great pub it is a fun area.","October 16, 2017",0,0,,5.0,2021-06-18 19:31:23.415266,2021-06-18 19:31:23.494419
must go and see steam clock,,the shopping is amazing and the clock is a must see when it chimes on the quarter hours it plays different on the hour when it goes off.,"October 16, 2017",0,0,,4.0,2021-06-18 19:31:23.494423,2021-06-18 19:31:23.577743
Interesting area,,We walked to this area from Sheraton a Wall. Lots of interesting historical sights and shops . Went back in the evening for a group meal and it was a very lively area at night.,"October 16, 2017",0,0,,4.0,2021-06-18 19:31:23.577747,2021-06-18 19:31:23.657172
Work in Gastown,,"Gastown is very busy during the cruise ship season. There is a creperie trailer on water street that serves what I believe are the best savory and desert crepes in town. The only issue is that she is not always at the corner.Tourists need to be careful of the vehicles on water street as the cars may hit them because a tourist is not paying attention. The steam clock seems to be the biggest attraction. There are a lot of restaurants, gift shops and stores along water street.","October 16, 2017",0,0,,5.0,2021-06-18 19:31:23.657176,2021-06-18 19:31:23.741305
Great at night!!!,,Gastown is the tourist area of vancouver i would say...lots to see...shopping areas...and lots of history,"October 16, 2017",0,0,,5.0,2021-06-18 19:31:23.741310,2021-06-18 19:31:23.820700
Worth a visit,,"Gas town is a central area in Vancouver, famous for its shops bars and restaurants. People also visit to see the steam clock and Gassy Jack’s statue. We went a few times during our 3 days in Vancouver and enjoyed the food, drink and atmosphere. Our only negative was that after dark there are too many “homeless” people on the streets which I.S very sad but also a little intimidating, especially if you are from out of town and not used to it.","October 16, 2017",0,0,,4.0,2021-06-18 19:31:23.820705,2021-06-18 19:31:23.900676
The SoHo of Vancouver,,"Gastown is oldest neighborhood of Vancouver. Lively and vibrant, the hip area is always flocked with tourists and young locals. Although the taste of history is somehow distant, this lovely place deserves a stroll.","October 15, 2017",0,0,,4.0,2021-06-18 19:31:23.900680,2021-06-18 19:31:23.980328
Old Town Experience,,"Love Gastown. A definite stop especially the night life. So many restaurants and bars in a few blocks, that it was difficult to decide which to patronize. Definitely, crowded on weekends.","October 13, 2017",0,0,,4.0,2021-06-18 19:31:37.109425,2021-06-18 19:31:37.210981
Definitely worth a wander,,"The highlight of Gastown is the Steam Clock. It's probably unique and is at the heart of this small historic area. There are lots of restaurants and tourist shops to wander around, but the old buildings are good to look at and as it's quite central, Gastown isn't far from anywhere.","October 13, 2017",0,0,,4.0,2021-06-18 19:31:37.210985,2021-06-18 19:31:37.291786
On the trolley tour,,"Very interesting place with a history and easy walking distance from Downtown.    See the steam clock on the hour and fill in the time between in one of the many shops, bars and restaurants","October 13, 2017",0,0,,5.0,2021-06-18 19:31:37.291790,2021-06-18 19:31:37.379351
Just walk around,,Just walk around and look at all the people. Great shopping for that  souvenir you don't  need but want anyway.  Some great coffee places here and you are spoilt for food choices.,"October 13, 2017",0,0,,5.0,2021-06-18 19:31:37.379356,2021-06-18 19:31:37.457785
Showing friends from Germany around the city.,,"Gastown is always attractive for tourists and even locals. There are good restaurants, cafès and boutiques. The energy is inviting and the Steam clock unique. Cobblestone streets and arquitecture that is inviting and attractive. There is so much to enjoy and walking along the stretch is a beautiful experience.","October 13, 2017",0,0,,5.0,2021-06-18 19:31:37.457790,2021-06-18 19:31:37.537881
Cosy neighbourhood,,"Has atmosphere, lively, though with many tourists. Nice steam clock, must see. Every hour it plays a tune","October 12, 2017",0,0,,4.0,2021-06-18 19:31:37.537886,2021-06-18 19:31:37.624241
A must see!!,,This is definitely the heart of Old Vancouver and it was intersting to trace the history of the city through the various monuments there.  The highlight though has to be the Steam Clock which is fascinating to watch and plays great tunes every 15 minutes.  There are also many great tourist shops around the area,"October 12, 2017",0,0,,5.0,2021-06-18 19:31:37.624246,2021-06-18 19:31:37.703230
The original part of Vancouver,,A guy called Gassy jack built the town with the help of the locals when he arrived with his wife and a barrel of whisky. It is named Gastown after him as he talked a lot!. The town was made of wood and once burnt to the ground before being re-built. The steam clock is in Gastown,"October 12, 2017",0,0,,5.0,2021-06-18 19:31:37.703234,2021-06-18 19:31:37.783734
Interesting tourist spot,,Lots and lots of interesting souvenir shops.  Great place to buy a lot of things to bring home.  Liked seeing the steam clock too!,"October 12, 2017",0,0,,4.0,2021-06-18 19:31:37.783744,2021-06-18 19:31:37.869679
A quaint historic enclave in a modern city,,"We joined a 2-hour walking tour of the city including Gastown which is designated a National Historic Site.  It is predominated by heritage buildings under preservation with a touch of contemporary mixed-use structures. In the middle, there is a gas steam clock powered by a steam engine and chimes every 15 minutes.  A worthy visit by foot to learn about the history of Vancouver.","October 12, 2017",0,0,,4.0,2021-06-18 19:31:37.869684,2021-06-18 19:31:37.948893
Nice shops,,Gas town is nice with small boutique shops and restaurants. Street lined with trees and lamp lights. Looks pretty. I wouldn’t wander  too far from here into china town in the evening. Gangs of homeless people can be intimidating. Don’t miss gastown it’s a lovely area.,"October 12, 2017",0,0,,5.0,2021-06-18 19:31:51.328586,2021-06-18 19:31:51.416725
The most touristy area of Vancouver,,A must go for the first time visit. Don't miss other interesting place similar to Gas town for shopping and eating. The local usually goes to Main Street uptown and 4th avenue Kitsilano. You can see the real Vancouver people there.,"October 11, 2017",0,0,,3.0,2021-06-18 19:31:51.416731,2021-06-18 19:31:51.493953
Hopping Gastown,,This area of Vancouver is quaint yet hopping with tourists and locals alike. Great restaurants and shops! Great location. We walked from our hotel. Well lit and the Steam Clock was a huge hit with young and old.,"October 11, 2017",0,0,,5.0,2021-06-18 19:31:51.493958,2021-06-18 19:31:51.594170
The Steam Clock!,,"Anyone visiting Vancouver must visit Gastown and the steam clock!  Gastown is a great place to walk around, have dinner at one of the restaurants and enjoy the waterfront.  Lots of old buildings to see, it is the original settlement that became Vancouver and a national historic site.  If you visit Vancover be sure to go to Gastown.","October 11, 2017",0,0,,4.0,2021-06-18 19:31:51.594176,2021-06-18 19:31:51.684120
Gas town was a blast!,,"So many restaurants and bars to choose from it was hard to decide, very cool with lots of patio seating in summer months.","October 11, 2017",0,0,,5.0,2021-06-18 19:31:51.684125,2021-06-18 19:31:51.778697
Old Vancouver,,"The area is quaint, filled with lots of shop (not all are touristy), and very walkable. Driving through there is very slow. Definitely walk.","October 11, 2017",0,0,,4.0,2021-06-18 19:31:51.778703,2021-06-18 19:31:51.856402
Great spot,,"Enjoy the atmosphere and walk around the area to soak up the vibe.  Some wonderful eateries, bars and street art","October 11, 2017",0,0,,5.0,2021-06-18 19:31:51.856407,2021-06-18 19:31:51.941203
Now trendy,,"Locals don't really frequent Gastown, it's the tourists. That said with the Film and art schools now resident in the neighbourhood, there are more locals at the Happy Hours, more pubs and restaurants. Do walk through the area and wait for the steam clock on the hour. Area is still dirty and full of street people begging, so it's part of the area. Totally safe though.","October 9, 2017",0,0,,3.0,2021-06-18 19:31:51.941208,2021-06-18 19:31:52.020539
Interesting area of 'Old Vancouver',,A walk through Gastown is probably on the itinerary for most visitors to Vancouver. Interesting collection of the older buildings in the city and lots of trendy shops. The steam clock on a street corner seems to be the biggest 'must see' attraction.,"October 9, 2017",0,0,,4.0,2021-06-18 19:31:52.020545,2021-06-18 19:31:52.100577
Great Place for a Wander,,"We tend to come here more when we have visitors from another country. It is quaint with older buildings and cobbled streets and the steam powered clock. There are many good coffee shops and restaurants within it bounds, but the shops tend to run more to souvenir shops, great if you are a tourist.","October 9, 2017",0,0,,4.0,2021-06-18 19:31:52.100582,2021-06-18 19:31:52.181223
"Busy,busy",,"You have to definitely visit gastown if you are in Vancouver as this is on the main tourist routes. Lots of gift shops plenty of places to eat and up the far end a brewery to boot.Make sure you go the old C.P railway terminus that has fantastic old pictures up near the ceiling all the way round,a fine building","October 9, 2017",0,0,,4.0,2021-06-18 19:32:06.228926,2021-06-18 19:32:06.327693
Touristy,,"Very much a tourist area, teeming with activity. If I were in my 20’s, I’d have loved it. As it was, I concentrated on the few unique shops that were well worth the visit","October 8, 2017",0,0,,3.0,2021-06-18 19:32:06.327699,2021-06-18 19:32:06.405500
Little Europe,,"Gastown in Vancouver is where the Steam clock is. It's a beautiful little street that reminds me of Europe. The roads and buildings, especially at night time with the lights, are beautiful.","October 8, 2017",0,0,,5.0,2021-06-18 19:32:06.405506,2021-06-18 19:32:06.488304
What A Gas!,,"Very atmospheric with shops, bars, cafes, restaurants and tourist shops. Worth a visit. You have to have your photo taken at 'Gassy' Jacks statue and the Steam Clock is certainly worth a photo!","October 8, 2017",0,0,,5.0,2021-06-18 19:32:06.488309,2021-06-18 19:32:06.564519
Lovely ambience,,"Went there and got caught in the rain but nevertheless still pleasant.  Cobblestone streets, old and new shops, loads of bars and restaurants and the mandatory souvenir shops of course.There is a steam clock which is very popular for photos and chimes on the hour.  Well worth a visit though and would like to revisit on a dry day to take more of it in.  There is a cenotaph to remember the fallen which is located in a quiet corner.We went for the Inuit museum but sadly this did not live up to expectations as it was more of an art gallery with expensive paintings and sculptures by people the tourists have never heard of.guided tours are available at a cost from the local tourist office and would be worth doing if only to get the history of the place as well as the places for photos.","October 8, 2017",0,0,,4.0,2021-06-18 19:32:06.564525,2021-06-18 19:32:06.646582
Good for a wander,,"Gastown is architecturally charming, being the 'old town' of Vancouver. The steam clock is an interesting attraction, inviting large crowds to gather every half hour. Definitely worth a look - a bit of a novelty and interesting to read the history. Lots of souvenir stores as well as other shopping here. Don't miss Delice - close to the cruise terminal end. Maple syrup products - well worth a look and a tasting. We lunched at The Lamplighter - a great old pub on the corner not far from the steam clock. Fantastic staff - waitress was super friendly, efficient and cheerful. Helped with a selection of a local beer which was spot on. It was a big football weekend and it was very busy with supporters. We shared a plate of nachos - too much for one person but very filling. Lucky enough to find a table outside and enjoyed the sun. Top spot!","October 7, 2017",0,0,,4.0,2021-06-18 19:32:06.646588,2021-06-18 19:32:06.723808
Bit Too Touristy - No Heart,,"Not for me, but for many others. I found it a little too touristy - a box to be ticked on the tour route. Some interesting shops but quite expensive. Couple of good eating places. Contrast with homeless people living rough in square.","October 7, 2017",0,0,,3.0,2021-06-18 19:32:06.723813,2021-06-18 19:32:06.805370
Fun walk after plane ride,,"After checking into our hotel, we went to the Outlook and then walked through Gastown. Fun Restaurants, bars and souvenir shoes. The steam clock is awesome.  Had a nice brew at Black Frog and watched the clock. Nice stroll","October 6, 2017",0,0,,5.0,2021-06-18 19:32:06.805375,2021-06-18 19:32:06.881207
Restaurants Galore,,We walked through but there are only lots of restaurants and a Steam Clock plus places to shop for tourist items.,"October 6, 2017",0,0,,3.0,2021-06-18 19:32:06.881212,2021-06-18 19:32:06.957224
Gas clock interesting but not much else,,"The gas clock was an interesting concept, although it was not easy to see it through the tourists while we were there. The rest of Gastown seemed a bit overrated to us. Nothing special.","October 6, 2017",0,0,,3.0,2021-06-18 19:32:06.957229,2021-06-18 19:32:07.033384
"Heritage Buildings, Whistling Steam Clock",,"In Vancouver, as one proceeds from Coal harbour to downtown, one reaches  the Gastown named after ‘Gassy’ Jack,  the seaman turned barkeeper. The area has historic Victorian buildings, cobbled roads, eateries and a whistling steam clock that remind of by gone days when former Granville was shaping up as Gastown. The evolution of Gastown from an warehousing hub to a wholesale Center and a center of the city’s drinking life deserves attention from tourists as well as city historians.","October 6, 2017",0,0,,4.0,2021-06-18 19:32:17.693196,2021-06-18 19:32:17.791724
Visit daytime,,"Some great historical buildings in this area of Vancouver. Lots of cafes and bars along with lots of tourist shops.Make sure you see the gas clockBe careful at night time, there are a lot of homeless people and drug addicts that frequent some of the side streets. We didn't feel safe","October 6, 2017",0,0,,3.0,2021-06-18 19:32:17.791730,2021-06-18 19:32:17.869301
must see !,,The steam clock at Gastown is a must see for every tourist. It is amazing to see a clock work on steam and with such perfection ! And all along there are small shops for you to pick souvenirs from.,"October 5, 2017",0,0,,4.0,2021-06-18 19:32:17.869306,2021-06-18 19:32:17.949880
Super historic area...,,"This is a beautifully renovated, historic neighborhood with quaint shops, good restaurants and wonderful architecture. It is always thrilling to see an historic district celebrated the way this one is and it is close to the waterfront, several hotels and is,  oh,  so walkable.","October 5, 2017",0,0,,5.0,2021-06-18 19:32:17.949886,2021-06-18 19:32:18.028637
Interesting,,"Our adventure in Gastown was great while enjoying each shop, having lunch on a patio and site seeing along the way.","October 5, 2017",0,0,,5.0,2021-06-18 19:32:18.028643,2021-06-18 19:32:18.107654
Awesome area to explore,,"We loved meandering around Gastown.  We were in Vancouver for 6 days and ended up in Gastown several times.  It has a fun vibe and there a lot of great shops.  Although, on our first night in town we were trying to get back to our room and we were just on the brink of Gastown and it was around 9:30pm and just getting dark...we didn't know our way around and there were a lot of homeless people out and I was alone with my kids.  the kids were feeling a little unsettled.  It was pretty real.","October 5, 2017",0,0,,5.0,2021-06-18 19:32:18.107660,2021-06-18 19:32:18.192337
Loved it,,"Had a very happy time eating outside in the sunshine, ambling along the street, visiting the retails shops, looking at the steam clock ....... oh, just everything, we went back 3 times.","October 5, 2017",0,0,,5.0,2021-06-18 19:32:18.192343,2021-06-18 19:32:18.269900
Nice revitalization,,The city have worked hard to revitalise this once seedy part of town. It's worth a look if you have time but it is just more (tourist) shops & restaurants with a few statues thrown in.  The gas clock is probably the most unique thing in gastown.,"October 5, 2017",0,0,,3.0,2021-06-18 19:32:18.269906,2021-06-18 19:32:18.347225
Great vibe!,,Gastown is a very touristy area but a must see when in Vancouver.  See the iconic Steam Clock and the statue of Gassy Jack.  Wander down the cobble streets and enjoy a nice lunch or drink in one of the many restaurants or bars. There is a great vibe in Gastown and definitely worth a visit.,"October 5, 2017",0,0,,4.0,2021-06-18 19:32:18.347230,2021-06-18 19:32:18.434700
One of the best places to explore,,There are so many lovely small shops in this area- uniquethe street is so pretty especially in the early evening as the lights all come on. Some great restaurants in this area- cant go wrong.,"October 4, 2017",0,0,,5.0,2021-06-18 19:32:18.434705,2021-06-18 19:32:18.515715
Wander through gas town.,,Came here about 10 years ago and remember it being better. The buildings are quite old but the shops are poor and full of expensive touristy stuff with a few drunks and homeless people about. The spaghetti factory is still nice as is the brewery on the corner. Otherwise not worth the trip really. There’s a gas clock that looks nice but isn’t really old at all.,"October 4, 2017",0,0,,3.0,2021-06-18 19:32:28.902451,2021-06-18 19:32:28.997067
Interesting historical street,,This is a great area to visit with a variety of interesting shops and restaurants. The Steam Clock is a great attraction and worth waiting for it to strike the hour.,"October 4, 2017",0,0,,4.0,2021-06-18 19:32:28.997072,2021-06-18 19:32:29.077260
"Great place to sightsee, shop, eat, drink or just walk around",,"We stumbled upon this area accidentally.  Boy, am I glad we did!  I loved the Steam Clock, there were a number of awesome shops to peruse through.  We went back the next day after my BIL and SIL arrived in Vancouver.  It was a very convenient area to walk to from both the Pan Pacific and the Fairmont Waterfront.","October 4, 2017",0,0,,5.0,2021-06-18 19:32:29.077266,2021-06-18 19:32:29.162627
Choices !!,,So many cool little spots in this area .. vibrant community and plenty of high quality beer choices.,"October 3, 2017",0,0,,5.0,2021-06-18 19:32:29.162632,2021-06-18 19:32:29.240030
Lovely,,Lovely to visit at night time some excellent bars and restaurants. Beautiful lights. Not so charming in the day.,"October 3, 2017",0,0,,5.0,2021-06-18 19:32:29.240035,2021-06-18 19:32:29.324143
Old town,,"If you've got tired of the modern world try Gastown, It's like stepping back a good few years. As the rest of Canada the people are so friendly. Especially the leather boot store (sadly I can't remember It's name). Awesome people, beautiful place. It is for tourists though so it will be busy. Don't miss the steam clock.","October 3, 2017",0,0,,4.0,2021-06-18 19:32:29.324149,2021-06-18 19:32:29.400968
Good for shopping and eating.,,"This area is great for shopping and eating, pretty clean and no hassle.  Lots of choice for food and loads of souvenir shops plus plenty of arts and craft establishments.  You must see the steam clock.","October 3, 2017",0,0,,4.0,2021-06-18 19:32:29.400973,2021-06-18 19:32:29.477654
Holiday,,Although a drizzly day it was still a most enjoyable walk through Gastown. Lunch at the Old Spaghetti Factory shouldn't be missed. Look for the famous steam clock whistling every half hour.,"October 3, 2017",0,0,,5.0,2021-06-18 19:32:29.477659,2021-06-18 19:32:29.560689
Excellent shopping,,Great place to do some shopping or have something to eat great spot make sure your take the time to watch the steam clock,"October 2, 2017",0,0,,4.0,2021-06-18 19:32:29.560695,2021-06-18 19:32:29.637473
Great area to visit,,Gas town is a tourist area in Vancouver with numerous restaurants and tourist type shops. The old steam clock is also in the area.,"October 2, 2017",0,0,,4.0,2021-06-18 19:32:29.637478,2021-06-18 19:32:29.715052
Tour,,"Great place to shop, eat & sightseeYou can walk all over there and take a bus back to your hotel.some tours offer you last stop drop off in gastown and it is a great idea","October 2, 2017",0,0,,5.0,2021-06-18 19:32:41.069430,2021-06-18 19:32:41.152589
Fun to explore,,There are many nice shops and restaurants in Gastown. I liked the cobblestone paths too. It's very walkable. Make sure to check out the Steam Clock here too.,"October 2, 2017",0,0,,5.0,2021-06-18 19:32:41.152595,2021-06-18 19:32:41.237074
Checkout the steam clock,,"Great food and drinks and looks amazing at night. The steam clock is a must see..so cool, it gets busy so check it out early","October 2, 2017",0,0,,5.0,2021-06-18 19:32:41.237079,2021-06-18 19:32:41.314430
Old world charm with lots of Pubs Stores and Restaurants,,Lots of native arts and silver jewelry. Quaint buildings and architecture with modern shops and eateries.  Cobblestone roadway and a great Steam Clock.,"October 1, 2017",0,0,,4.0,2021-06-18 19:32:41.314435,2021-06-18 19:32:41.390665
A great tourist place,,"There are many tourist shops with Canadian gifts on sale.  Gassy Jack statue to see outside the biggest boot shop and the steam clock which strikes the quarter hours and, just like Big Ben, strikes the hours playing Westminster chimes.  At the same time steam is blown out of the top of the clock while one can investigate the workings in the glass cabinet. It's a great feat of engineering.","October 1, 2017",0,0,,5.0,2021-06-18 19:32:41.390671,2021-06-18 19:32:41.475375
Nice shops,,If you enjoy shopping for presents to take home this is a good area.  Also very nice restaurants and places to sample the local Craft Ales.  Busy at the weekends!,"October 1, 2017",0,0,,4.0,2021-06-18 19:32:41.475380,2021-06-18 19:32:41.555475
Lazy Saturday afternoon,,Had a lazy wander around gastown with my partner. Nice mix of tourist shops and genuine local speciality shops. Two amazing shoe/boot shops. Best selection of steam punk style handmade boots. Pity (or may have been a good thing) that we had run out of money. This was our last full day. Good way to spend a couple of lazy hours,"October 1, 2017",0,0,,5.0,2021-06-18 19:32:41.555480,2021-06-18 19:32:41.631840
Good for evening stroll and beer,,Although this is the main tourist spot for evening it wasn't that busy.Very good large pavement area for walking and plenty of bars tourist shops and restaurants and eatries here.Got a bit noisy at around 10.pm so although the streets were not that busy the drinking holes were.,"October 1, 2017",0,0,,4.0,2021-06-18 19:32:41.631845,2021-06-18 19:32:41.715064
History needs to be told...,,"We browsed a little just because we were in the area, but unless someone explains its history, it's hard to appreciate.","October 1, 2017",0,0,,2.0,2021-06-18 19:32:41.715070,2021-06-18 19:32:41.792649
Good Colonial Buildings,,This part of Vancouver is worth a walk with many restaurants (with outdoor seating) and shopping. Some interesting features to compete with the gas clock,"September 30, 2017",0,0,,4.0,2021-06-18 19:32:41.792654,2021-06-18 19:32:41.870842
Nice!,,"Besides the steaming clock, this is a really nice neighborhood. Many shops and restaurants. Perfect for a walk!","September 30, 2017",0,0,,5.0,2021-06-18 19:32:53.910100,2021-06-18 19:32:53.996908
Nicely restored,,"This neighbourhood is nicely restored. A good place tomwander around. Lots of shops, cafes and restaurants. Althogh there are a lot of tourists the atmosphere is nice.","September 30, 2017",0,0,,4.0,2021-06-18 19:32:53.996914,2021-06-18 19:32:54.074540
Lots of tourist shops,,Oldest part of Vancourver. Many tourist shops and restaurants. Need to take something home. this is the place to go.,"September 30, 2017",0,0,,5.0,2021-06-18 19:32:54.074545,2021-06-18 19:32:54.160685
A nice diversion,,"A vibrant neighborhood, though I'm not sure anybody really lives here. Some good restaurants and pubs, plenty of shopping (especially women's and souvenirs) and of course, the fantastic steam clock.","September 30, 2017",0,0,,4.0,2021-06-18 19:32:54.160690,2021-06-18 19:32:54.238107
Forget about downtown ;),,"The old buildings give charme to the lovely streets of Gastown. The lanterns and first of all the steam clock are worth some looks above your head. Walking through the streets, having coffee or ice cream is as good as visiting at night having some drinks.","September 30, 2017",0,0,,4.0,2021-06-18 19:32:54.238112,2021-06-18 19:32:54.318828
Awesome quirky place,,"A really awesome place to visit, with quirky one of a kind places which you just must visit! Steam clock is here but I recommend wandering down some of the streets too while you are here and it’s only a 2min walk from Waterfront station so easily accessible","September 30, 2017",0,0,,4.0,2021-06-18 19:32:54.318834,2021-06-18 19:32:54.395564
